# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	COGID	COGIDS	MORPHEMES	TOKENS	GLOTTOCODE	CONCEPTICON	COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	ALIGNMENT
1213	110_long	LONG	Dorasque	Dorasque	kiágal	kiágal	644	1516		k i á/a g a l		1203		1 7 7 1 7 5	AXYBYN	KIAKAL	13	13.K.C 13.I.V 13.A.V 13.K.C 13.A.V 13.L.c	2.0 1.5 1.3 1.75 1.3 0.8	kiá/agal	0	k i á/a g a l
1214	110_long	LONG	SanBlasKuna	San Blas Kuna	suiti	suiti	645	1521		s u i t i		1203		3 7 7 1 7	AXYBZ	SYITI	23	23.S.C 23.Y.V 23.I.V 23.T.C 23.I.V	2.0 1.5 1.3 1.75 0.8	suiti	0	s u i t i
1215	110_long	LONG	Cogui	Cogui	'ueĩʒiluka	'ueĩʒiluka	646	1515		'u/u e ĩ ʒ i l u k a		1203		7 7 7 3 7 5 7 1 7	XYYBYBYBZ	YEISILYKA	12	12.Y.V 12.E.V 12.I.V 12.S.C 12.I.V 12.L.C 12.Y.V 12.K.C 12.A.V	1.5 1.3 1.3 1.75 1.3 1.75 1.3 1.75 0.8	'u/ueĩʒiluka	0	'u/u e ĩ ʒ i l u k a
1216	110_long	LONG	Arhuaco	Arhuaco	'gaɾi	'gaɾi	642	1511		'g/g a ɾ i		1203		1 7 5 7	AXBZ	KARI	1	1.K.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	'g/gaɾi	0	'g/g a ɾ - - - i - -
1217	110_long	LONG	Malayo	Malayo	ɾiinukka	ɾiinukka	647	1517		ɾ i i n u k k a		1203		5 7 7 4 7 1 1 7	AXYBYMBZ	RIINYKKA	16	16.R.C 16.I.V 16.I.V 16.N.C 16.Y.V 16.K.c 16.K.C 16.A.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 0.8	ɾiinukka	0	ɾ i i n u k k a
1218	110_long	LONG	Chimila	Chimila	gaɾihŋa:te	gaɾihŋa:te	642	1511		g a ɾ i h ŋ a: t e		1203		1 7 5 7 3 4 7 1 7	AXBYBCYBZ	KARIHNATE	11	11.K.C 11.A.V 11.R.C 11.I.V 11.H.C 11.N.C 11.A.V 11.T.C 11.E.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	gaɾihŋa:te	0	g a ɾ i h ŋ a: t e
1219	110_long	LONG	Chibcha	Chibcha	ɣahasio	ɣahasio	642	1511		ɣ a h a s i o		1203		3 7 3 7 3 7 7	AXBYBYZ	GAHASIU	10	10.G.C 10.A.V 10.H.C 10.A.V 10.S.C 10.I.V 10.U.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ɣahasio	0	ɣ a h a s - i - o
1220	110_long	LONG	CentralTunebo	Central Tunebo	ena'ɾa	ena'ɾa	648	1511		e n a 'ɾ/ɾ a		1203		7 4 7 5 7	XBYBZ	ENARA	9	9.E.V 9.N.C 9.A.V 9.R.C 9.A.V	1.5 1.75 1.3 1.75 0.8	ena'ɾ/ɾa	0	e n a 'ɾ/ɾ a
1221	110_long	LONG	Bari	Barí	akbakɨ	akbakɨ	649	1512		a k b a k ɨ		1203		7 1 1 7 1 7	XMBYBZ	AKPAKI	3	3.A.V 3.K.c 3.P.C 3.A.V 3.K.C 3.I.V	1.5 1.1 1.75 1.3 1.75 0.8	akbakɨ	0	a k b a k ɨ
#
1126	91_man	MAN	LencaSalvador	Lenca-Salvador	iʃku	iʃku	587	1543		i ʃ k u		1554		7 3 1 7	XMBZ	ISKY	15	15.I.V 15.S.c 15.K.C 15.Y.V	1.5 1.1 1.75 0.8	iʃku	0	i ʃ k u
1127	91_man	MAN	LencaHonduras	Lenca-Honduras	misu	misu	588	1542		m i s u		1554		4 7 3 7	AXBZ	MISY	14	14.M.C 14.I.V 14.S.C 14.Y.V	2.0 1.5 1.75 0.8	misu	0	m i s u -
1128	91_man	MAN	Cacaopera	Cacaopera	misil	misil	588	1542		m i s i l		1554		4 7 3 7 5	AXBYN	MISIL	8	8.M.C 8.I.V 8.S.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 0.8	misil	0	m i s i l
1129	91_man	MAN	Mayangna	Mayangna	al	al	589	1545		a l		1554		7 5	XN	AL	18	18.A.V 18.L.c	1.5 0.8	al	0	a l - -
1130	91_man	MAN	Ulwa	Ulwa	al	al	589	1545		a l		1554		7 5	XN	AL	25	25.A.V 25.L.c	1.5 0.8	al	0	a l - -
1131	91_man	MAN	Miskito	Mískito	wajtna	wajtna	590	1546		w a j t n a		1554		6 7 6 1 4 7	AXMBCZ	WAJTNA	19	19.W.C 19.A.V 19.J.c 19.T.C 19.N.C 19.A.V	2.0 1.5 1.1 1.75 1.5 0.8	wajtna	0	w a j t n a
1132	91_man	MAN	Pech	Pech	àɾwã́	àɾwã́	589	1536		à/a ɾ w ã́/ã		1554		7 5 6 7	XBCZ	ARWA	21	21.A.V 21.R.C 21.W.C 21.A.V	1.5 1.75 1.5 0.8	à/aɾwã́/ã	0	à/a ɾ w ã́/ã
1133	91_man	MAN	Rama	Rama	nki:kna	nki:kna	591	1547		n k i: k n a		1554		4 1 7 1 4 7	ACYBCZ	NKIKNA	22	22.N.C 22.K.C 22.I.V 22.K.C 22.N.C 22.A.V	2.0 1.5 1.3 1.75 1.5 0.8	nki:kna	0	n k i: k n a
1134	91_man	MAN	MalekuJaika	Maléku Jaíka	otʃa:paka:	otʃa:paka:	592	1544		o tʃ a: p a k a:		1554		7 1 7 1 7 1 7	XBYBYBZ	UTAPAKA	17	17.U.V 17.T.C 17.A.V 17.P.C 17.A.V 17.K.C 17.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	otʃa:paka:	0	o tʃ a: p a k a:
1135	91_man	MAN	Boruca	Boruca	kóŋróxk	kóŋróxk	593	1538		k ó/o ŋ r ó/o x k		1554		1 7 4 5 7 3 1	AXBCYLN	KUNRUGK	4	4.K.C 4.U.V 4.N.C 4.R.C 4.U.V 4.G.c 4.K.c	2.0 1.5 1.75 1.5 1.3 1.1 0.8	kó/oŋró/oxk	0	k ó/o ŋ r ó/o x k
1136	91_man	MAN	Bribri	Bribri	uɪ̂b	uɪ̂b	594	1539		u ɪ̂/ɪ b		1554		7 7 1	XYN	YIP	5	5.Y.V 5.I.V 5.P.c	1.5 1.3 0.8	uɪ̂/ɪb	0	u ɪ̂/ɪ b
1137	91_man	MAN	Cabecar	Cabécar	hadʒɪ́uàʔ	hadʒɪ́uàʔ	595	1541		h a dʒ ɪ́/ɪ u à/a ʔ		1554		3 7 1 7 7 7 1	AXBYYYN	HATIYAH	7	7.H.C 7.A.V 7.T.C 7.I.V 7.Y.V 7.A.V 7.H.c	2.0 1.5 1.75 1.3 1.3 1.3 0.8	hadʒɪ́/ɪuà/aʔ	0	h a dʒ ɪ́/ɪ u à/a ʔ
1138	91_man	MAN	Teribe	Teribe	dòbén	dòbén	596	1544		d ò/o b é/e n		1554		1 7 1 7 4	AXBYN	TUPEN	24	24.T.C 24.U.V 24.P.C 24.E.V 24.N.c	2.0 1.5 1.75 1.3 0.8	dò/obé/en	0	d ò/o b é/e n
1139	91_man	MAN	Ngabere	Ngäbere	bɾaɾe	bɾaɾe	597	1540		b ɾ a ɾ e		1554		1 5 7 5 7	ACXBZ	PRARE	20	20.P.C 20.R.C 20.A.V 20.R.C 20.E.V	2.0 1.5 1.5 1.75 0.8	bɾaɾe	0	b ɾ a ɾ e
1140	91_man	MAN	Buglere	Buglere	blále	blále	597	1540		b l á/a l e		1554		1 5 7 5 7	ACXBZ	PLALE	6	6.P.C 6.L.C 6.A.V 6.L.C 6.E.V	2.0 1.5 1.5 1.75 0.8	blá/ale	0	b l á/a l e
1141	91_man	MAN	Dorasque	Dorasque	taro	taro	598	1536		t a r o		1554		1 7 5 7	AXBZ	TARU	13	13.T.C 13.A.V 13.R.C 13.U.V	2.0 1.5 1.75 0.8	taro	0	t a r o
1142	91_man	MAN	SanBlasKuna	San Blas Kuna	matʃeɾet	matʃeɾet	599	1536		m a tʃ e ɾ e t		1554		4 7 1 7 5 7 1	AXBYBYN	MATERET	23	23.M.C 23.A.V 23.T.C 23.E.V 23.R.C 23.E.V 23.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	matʃeɾet	0	m a tʃ e ɾ e t
1143	91_man	MAN	Cogui	Cogui	si'gi	si'gi	600	1543		s i 'g/g i		1554		3 7 1 7	AXBZ	SIKI	12	12.S.C 12.I.V 12.K.C 12.I.V	2.0 1.5 1.75 0.8	si'g/gi	0	s i 'g/g i
1144	91_man	MAN	Arhuaco	Arhuaco	'tʃeiɾwa	'tʃeiɾwa	601	1536		't/t ʃ e i ɾ w a		1554		1 3 7 7 5 6 7	ACXYBCZ	TSEIRWA	1	1.T.C 1.S.C 1.E.V 1.I.V 1.R.C 1.W.C 1.A.V	2.0 1.5 1.5 1.3 1.75 1.5 0.8	't/tʃeiɾwa	0	't/t ʃ e - i ɾ w a
1145	91_man	MAN	Malayo	Malayo	te'ɾua	te'ɾua	601	1536		t e 'ɾ/ɾ u a		1554		1 7 5 7 7	AXBYZ	TERYA	16	16.T.C 16.E.V 16.R.C 16.Y.V 16.A.V	2.0 1.5 1.75 1.3 0.8	te'ɾ/ɾua	0	t - e - - 'ɾ/ɾ u a
1146	91_man	MAN	Chimila	Chimila	sa:wiɾi	sa:wiɾi	601	1536		s a: w i ɾ i		1554		3 7 6 7 5 7	AXBYBZ	SAWIRI	11	11.S.C 11.A.V 11.W.C 11.I.V 11.R.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sa:wiɾi	0	- s a: w i ɾ - i
1147	91_man	MAN	Chibcha	Chibcha	tʲa	tʲa	601	1536		tʲ a		1554		1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	tʲa	0	tʲ - - - - - - a
1148	91_man	MAN	CentralTunebo	Central Tunebo	'seɾa	'seɾa	601	1536		's/s e ɾ a		1554		3 7 5 7	AXBZ	SERA	9	9.S.C 9.E.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	's/seɾa	0	- 's/s e - - ɾ - a
1149	91_man	MAN	Bari	Barí	na	na	602	1537		n a		1554		4 7	AX	NA	3	3.N.C 3.A.V	2.0 1.5	na	0	n a
#
457	5_meat	MEAT	LencaSalvador	Lenca-Salvador	waʃa	waʃa	256	1566		w a ʃ a		634		6 7 3 7	AXBZ	WASA	15	15.W.C 15.A.V 15.S.C 15.A.V	2.0 1.5 1.75 0.8	waʃa	0	w a ʃ a
458	5_meat	MEAT	LencaHonduras	Lenca-Honduras	rak	rak	257	1563		r a k		634		5 7 1	AXN	RAK	14	14.R.C 14.A.V 14.K.c	2.0 1.5 0.8	rak	0	r a k
459	5_meat	MEAT	Cacaopera	Cacaopera	nakat	nakat	258	1561		n a k a t		634		4 7 1 7 1	AXBYN	NAKAT	8	8.N.C 8.A.V 8.K.C 8.A.V 8.T.c	2.0 1.5 1.75 1.3 0.8	nakat	0	n a k a t
460	5_meat	MEAT	Mayangna	Mayangna	di muihni	di muihni	259	1561 1565		d i + m u i h n i		634		1 7 9 4 7 7 3 4 7	AX_AXYBCZ	TI_MYIHNI	18	18.T.C 18.I.V 18._._ 18.M.C 18.Y.V 18.I.V 18.H.C 18.N.C 18.I.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 1.5 0.8	di+muihni	0	d i + m u i h n i
461	5_meat	MEAT	Ulwa	Ulwa	di muihka	di muihka	260	1561 1565		d i + m u i h k a		634		1 7 9 4 7 7 3 1 7	AX_AXYMBZ	TI_MYIHKA	25	25.T.C 25.I.V 25._._ 25.M.C 25.Y.V 25.I.V 25.H.c 25.K.C 25.A.V	2.0 1.5 0.0 2.0 1.5 1.3 1.1 1.75 0.8	di+muihka	0	d i + m u i h k a
462	5_meat	MEAT	Miskito	Mískito	wina	wina	256	1566		w i n a		634		6 7 4 7	AXBZ	WINA	19	19.W.C 19.I.V 19.N.C 19.A.V	2.0 1.5 1.75 0.8	wina	0	w i n a
463	5_meat	MEAT	Pech	Pech	jùku	jùku	261	1563		j ù/u k u		634		6 7 1 7	AXBZ	JYKY	21	21.J.C 21.Y.V 21.K.C 21.Y.V	2.0 1.5 1.75 0.8	jù/uku	0	j ù/u k u
464	5_meat	MEAT	Rama	Rama	kas	kas	262	1561		k a s		634		1 7 3	AXN	KAS	22	22.K.C 22.A.V 22.S.c	2.0 1.5 0.8	kas	0	k a s
465	5_meat	MEAT	MalekuJaika	Maléku Jaíka	ɬiki:	ɬiki:	263	1563		ɬ i k i:		634		5 7 1 7	AXBZ	LIKI	17	17.L.C 17.I.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	ɬiki:	0	ɬ i - - k i:
466	5_meat	MEAT	Boruca	Boruca	ùɾáŋ	ùɾáŋ	264	1562		ù/u ɾ á/a ŋ		634		7 5 7 4	XBYN	YRAN	4	4.Y.V 4.R.C 4.A.V 4.N.c	1.5 1.75 1.3 0.8	ù/uɾá/aŋ	0	ù/u ɾ á/a ŋ
467	5_meat	MEAT	Bribri	Bribri	tʃká	tʃká	265	1561		tʃ k á/a		634		1 1 7	ACZ	TKA	5	5.T.C 5.K.C 5.A.V	2.0 1.5 0.8	tʃká/a	0	tʃ - k á/a
468	5_meat	MEAT	Cabecar	Cabécar	dʒaka	dʒaka	265	1563		dʒ a k a		634		1 7 1 7	AXBZ	TAKA	7	7.T.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	dʒaka	0	dʒ a k a
469	5_meat	MEAT	Teribe	Teribe	ʃò	ʃò	266	1566		ʃ ò/o		634		3 7	AX	SU	24	24.S.C 24.U.V	2.0 1.5	ʃò/o	0	ʃ ò/o -
470	5_meat	MEAT	Ngabere	Ngäbere	ŋɔtɔ	ŋɔtɔ	267	1561		ŋ ɔ t ɔ		634		4 7 1 7	AXBZ	NUTU	20	20.N.C 20.U.V 20.T.C 20.U.V	2.0 1.5 1.75 0.8	ŋɔtɔ	0	- - - ŋ ɔ - t ɔ
471	5_meat	MEAT	Buglere	Buglere	udá	udá	264	1561		u d á/a		634		7 1 7	XBZ	YTA	6	6.Y.V 6.T.C 6.A.V	1.5 1.75 0.8	udá/a	0	u d á/a -
472	5_meat	MEAT	Dorasque	Dorasque	síá	síá	266	1566		s í/i á/a		634		3 7 7	AXZ	SIA	13	13.S.C 13.I.V 13.A.V	2.0 1.5 0.8	sí/iá/a	0	s í/i á/a
473	5_meat	MEAT	SanBlasKuna	San Blas Kuna	sana	sana	267	1566		s a n a		634		3 7 4 7	AXBZ	SANA	23	23.S.C 23.A.V 23.N.C 23.A.V	2.0 1.5 1.75 0.8	sana	0	s a - n - - - a
474	5_meat	MEAT	Cogui	Cogui	'gata	'gata	267	1561		'g/g a t a		634		1 7 1 7	AXBZ	KATA	12	12.K.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	'g/gata	0	'g/g a - - - - t a
475	5_meat	MEAT	Arhuaco	Arhuaco	'gətʃɨ	'gətʃɨ	267	1561		'g/g ə tʃ ɨ		634		1 7 1 7	AXBZ	KETI	1	1.K.C 1.E.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	'g/gətʃɨ	0	'g/g ə - - - - tʃ ɨ
476	5_meat	MEAT	Malayo	Malayo	gɨ'ta	gɨ'ta	267	1561		g ɨ 't/t a		634		1 7 1 7	AXBZ	KITA	16	16.K.C 16.I.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	gɨ't/ta	0	g ɨ - - - - 't/t a
477	5_meat	MEAT	Chimila	Chimila	eŋŋatta	eŋŋatta	267	1561		e ŋ ŋ a t t a		634		7 4 4 7 1 1 7	XMBYMBZ	ENNATTA	11	11.E.V 11.N.c 11.N.C 11.A.V 11.T.c 11.T.C 11.A.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	eŋŋatta	0	- e ŋ ŋ a t t a
478	5_meat	MEAT	Chibcha	Chibcha	tʲihika	tʲihika	263	1565		tʲ i h i k a		634		1 7 3 7 1 7	AXBYBZ	TIHIKA	10	10.T.C 10.I.V 10.H.C 10.I.V 10.K.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʲihika	0	tʲ i h i k a
479	5_meat	MEAT	CentralTunebo	Central Tunebo	'ɾuwa	'ɾuwa	268	1564		'ɾ/ɾ u w a		634		5 7 6 7	AXBZ	RYWA	9	9.R.C 9.Y.V 9.W.C 9.A.V	2.0 1.5 1.75 0.8	'ɾ/ɾuwa	0	'ɾ/ɾ u w a
480	5_meat	MEAT	Bari	Barí	aidi.	aidi.	269	1561		a i d i		634		7 7 1 7	XYBZ	AITI	3	3.A.V 3.I.V 3.T.C 3.I.V	1.5 1.3 1.75 0.8	aidi	0	a i d i
#
1293	24_moon	MOON	LencaSalvador	Lenca-Salvador	lets'a	lets'a	679	1593		l e t s 'a/a		1313		5 7 1 3 7	AXBCZ	LETSA	15	15.L.C 15.E.V 15.T.C 15.S.C 15.A.V	2.0 1.5 1.75 1.5 0.8	lets'a/a	0	l e t s 'a/a
1294	24_moon	MOON	LencaHonduras	Lenca-Honduras	mesti	mesti	680	1592		m e s t i		1313		4 7 3 1 7	AXMBZ	MESTI	14	14.M.C 14.E.V 14.S.c 14.T.C 14.I.V	2.0 1.5 1.1 1.75 0.8	mesti	0	m e s t i
1295	24_moon	MOON	Cacaopera	Cacaopera	ajku	ajku	681	1589		a j k u		1313		7 6 1 7	XMBZ	AJKY	8	8.A.V 8.J.c 8.K.C 8.Y.V	1.5 1.1 1.75 0.8	ajku	0	- a j k u
1296	24_moon	MOON	Mayangna	Mayangna	wajku	wajku	681	1589		w a j k u		1313		6 7 6 1 7	AXMBZ	WAJKY	18	18.W.C 18.A.V 18.J.c 18.K.C 18.Y.V	2.0 1.5 1.1 1.75 0.8	wajku	0	w a j k u
1297	24_moon	MOON	Ulwa	Ulwa	wajku	wajku	681	1589		w a j k u		1313		6 7 6 1 7	AXMBZ	WAJKY	25	25.W.C 25.A.V 25.J.c 25.K.C 25.Y.V	2.0 1.5 1.1 1.75 0.8	wajku	0	w a j k u
1298	24_moon	MOON	Miskito	Mískito	kãti	kãti	682	1594		k ã t i		1313		1 7 1 7	AXBZ	KATI	19	19.K.C 19.A.V 19.T.C 19.I.V	2.0 1.5 1.75 0.8	kãti	0	k ã t i
1299	24_moon	MOON	Pech	Pech	jwì	jwì	683	1596		j w ì/i		1313		6 6 7	ACZ	JWI	21	21.J.C 21.W.C 21.I.V	2.0 1.5 0.8	jwì/i	0	j w ì/i
1300	24_moon	MOON	Rama	Rama	tukan	tukan	684	1589		t u k a n		1313		1 7 1 7 4	AXBYN	TYKAN	22	22.T.C 22.Y.V 22.K.C 22.A.V 22.N.c	2.0 1.5 1.75 1.3 0.8	tukan	0	t u k a n
1301	24_moon	MOON	MalekuJaika	Maléku Jaíka	ɬixi:	ɬixi:	685	1593		ɬ i x i:		1313		5 7 3 7	AXBZ	LIGI	17	17.L.C 17.I.V 17.G.C 17.I.V	2.0 1.5 1.75 0.8	ɬixi:	0	ɬ i x - i: - -
1302	24_moon	MOON	Boruca	Boruca	tèbéx	tèbéx	686	1588		t è/e b é/e x		1313		1 7 1 7 3	AXBYN	TEPEG	4	4.T.C 4.E.V 4.P.C 4.E.V 4.G.c	2.0 1.5 1.75 1.3 0.8	tè/ebé/ex	0	t è/e b é/e x
1303	24_moon	MOON	Bribri	Bribri	sǐuʊ̀	sǐuʊ̀	685	1589		s ǐ/i u ʊ̀/ʊ		1313		3 7 7 7	AXYZ	SIYY	5	5.S.C 5.I.V 5.Y.V 5.Y.V	2.0 1.5 1.3 0.8	sǐ/iuʊ̀/ʊ	0	s ǐ/i - - u - ʊ̀/ʊ
1304	24_moon	MOON	Cabecar	Cabécar	tuɺù	tuɺù	687	1588		t u ɺ ù/u		1313		1 7 5 7	AXBZ	TYRY	7	7.T.C 7.Y.V 7.R.C 7.Y.V	2.0 1.5 1.75 0.8	tuɺù/u	0	t u ɺ ù/u
1305	24_moon	MOON	Teribe	Teribe	mók	mók	688	1598		m ó/o k		1313		4 7 1	AXN	MUK	24	24.M.C 24.U.V 24.K.c	2.0 1.5 0.8	mó/ok	0	m ó/o k
1306	24_moon	MOON	Ngabere	Ngäbere	sɣ	sɣ	685	1595		s ɣ		1313		3 3	AN	SG	20	20.S.C 20.G.c	2.0 0.8	sɣ	0	s - ɣ - - - -
1307	24_moon	MOON	Buglere	Buglere	dai	dai	689	1588		d a i		1313		1 7 7	AXZ	TAI	6	6.T.C 6.A.V 6.I.V	2.0 1.5 0.8	dai	0	d a i
1308	24_moon	MOON	Dorasque	Dorasque	sirila	sirila	685	1589		s i r i l a		1313		3 7 5 7 5 7	AXBYBZ	SIRILA	13	13.S.C 13.I.V 13.R.C 13.I.V 13.L.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sirila	0	s i r - i l a
1309	24_moon	MOON	SanBlasKuna	San Blas Kuna	ni:	ni:	685	1597		n i:		1313		4 7	AX	NI	23	23.N.C 23.I.V	2.0 1.5	ni:	0	n i: - - - - -
1310	24_moon	MOON	Cogui	Cogui	'saka	'saka	690	1589		's/s a k a		1313		3 7 1 7	AXBZ	SAKA	12	12.S.C 12.A.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	's/saka	0	's/s a k a
1311	24_moon	MOON	Arhuaco	Arhuaco	'tima	'tima	685	1588		't/t i m a		1313		1 7 4 7	AXBZ	TIMA	1	1.T.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	't/tima	0	't/t i m - a - -
1312	24_moon	MOON	Malayo	Malayo	saga	saga	690	1589		s a g a		1313		3 7 1 7	AXBZ	SAKA	16	16.S.C 16.A.V 16.K.C 16.A.V	2.0 1.5 1.75 0.8	saga	0	s a g a
1313	24_moon	MOON	Chimila	Chimila	maʔmasu	maʔmasu	691	1591		m a ʔ m a s u		1313		4 7 1 4 7 3 7	AXBCYBZ	MAHMASY	11	11.M.C 11.A.V 11.H.C 11.M.C 11.A.V 11.S.C 11.Y.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	maʔmasu	0	m a ʔ m a s u
1314	24_moon	MOON	Chibcha	Chibcha	tʲie	tʲie	685	1588		tʲ i e		1313		1 7 7	AXZ	TIE	10	10.T.C 10.I.V 10.E.V	2.0 1.5 0.8	tʲie	0	tʲ i - - e - -
1315	24_moon	MOON	CentralTunebo	Central Tunebo	siʔ'joɾa	siʔ'joɾa	685	1590		s i ʔ 'j/j o ɾ a		1313		3 7 1 6 7 5 7	AXBCYBZ	SIHJURA	9	9.S.C 9.I.V 9.H.C 9.J.C 9.U.V 9.R.C 9.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	siʔ'j/joɾa	0	s i ʔ 'j/j o ɾ a
1316	24_moon	MOON	Bari	Barí	tiba:	tiba:	685	1588		t i b a:		1313		1 7 1 7	AXBZ	TIPA	3	3.T.C 3.I.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	tiba:	1	t i b - a: - -
#
1341	74_mother	MOTHER	LencaSalvador	Lenca-Salvador	laNke	laNke	704	1619		l a n k e		1216		5 7 4 1 7	AXMBZ	LANKE	15	15.L.C 15.A.V 15.N.c 15.K.C 15.E.V	2.0 1.5 1.1 1.75 0.8	lanke	0	l a n k e
1342	74_mother	MOTHER	LencaHonduras	Lenca-Honduras	mina	mina	705	1616		m i n a		1216		4 7 4 7	AXBZ	MINA	14	14.M.C 14.I.V 14.N.C 14.A.V	2.0 1.5 1.75 0.8	mina	0	m i n - a
1343	74_mother	MOTHER	Cacaopera	Cacaopera	ami	ami	705	1616		a m i		1216		7 4 7	XBZ	AMI	8	8.A.V 8.M.C 8.I.V	1.5 1.75 0.8	ami	0	- a m - i
1344	74_mother	MOTHER	Mayangna	Mayangna	itaŋ	itaŋ	706	1615		i t a ŋ		1216		7 1 7 4	XBYN	ITAN	18	18.I.V 18.T.C 18.A.V 18.N.c	1.5 1.75 1.3 0.8	itaŋ	0	i t a ŋ
1345	74_mother	MOTHER	Ulwa	Ulwa	itaŋ	itaŋ	706	1615		i t a ŋ		1216		7 1 7 4	XBYN	ITAN	25	25.I.V 25.T.C 25.A.V 25.N.c	1.5 1.75 1.3 0.8	itaŋ	0	i t a ŋ
1346	74_mother	MOTHER	Miskito	Mískito	japti	japti	707	1620		j a p t i		1216		6 7 1 1 7	AXMBZ	JAPTI	19	19.J.C 19.A.V 19.P.c 19.T.C 19.I.V	2.0 1.5 1.1 1.75 0.8	japti	0	j a p t i
1347	74_mother	MOTHER	Pech	Pech	kákì	kákì	708	1613		k á/a k ì/i		1216		1 7 1 7	AXBZ	KAKI	21	21.K.C 21.A.V 21.K.C 21.I.V	2.0 1.5 1.75 0.8	ká/akì/i	0	k á/a k ì/i
1348	74_mother	MOTHER	Rama	Rama	aiɾuŋ	aiɾuŋ	709	1615		a i ɾ u ŋ		1216		7 7 5 7 4	XYBYN	AIRYN	22	22.A.V 22.I.V 22.R.C 22.Y.V 22.N.c	1.5 1.3 1.75 1.3 0.8	aiɾuŋ	0	a i ɾ u ŋ
1349	74_mother	MOTHER	MalekuJaika	Maléku Jaíka	su:	su:	710	1613		s u:		1216		3 7	AX	SY	17	17.S.C 17.Y.V	2.0 1.5	su:	0	s u:
1350	74_mother	MOTHER	Boruca	Boruca	bè	bè	711	1614		b è/e		1216		1 7	AX	PE	4	4.P.C 4.E.V	2.0 1.5	bè/e	0	- - b è/e
1351	74_mother	MOTHER	Bribri	Bribri	abĩ́	abĩ́	705	1614		a b ĩ́/ĩ		1216		7 1 7	XBZ	API	5	5.A.V 5.P.C 5.I.V	1.5 1.75 0.8	abĩ́/ĩ	0	- a b - ĩ́/ĩ
1352	74_mother	MOTHER	Cabecar	Cabécar	bĩ́daã̀	bĩ́daã̀	705	1615		b ĩ́/ĩ d a ã̀/ã		1216		1 7 1 7 7	AXBYZ	PITAA	7	7.P.C 7.I.V 7.T.C 7.A.V 7.A.V	2.0 1.5 1.75 1.3 0.8	bĩ́/ĩdaã̀/ã	0	b ĩ́/ĩ d a ã̀/ã
1353	74_mother	MOTHER	Teribe	Teribe	mé	mé	711	1616		m é/e		1216		4 7	AX	ME	24	24.M.C 24.E.V	2.0 1.5	mé/e	0	m - - é/e
1354	74_mother	MOTHER	Ngabere	Ngäbere	meje	meje	711	1616		m e j e		1216		4 7 6 7	AXBZ	MEJE	20	20.M.C 20.E.V 20.J.C 20.E.V	2.0 1.5 1.75 0.8	meje	0	m e j e
1355	74_mother	MOTHER	Buglere	Buglere	tʃebi	tʃebi	712	1614		tʃ e b i		1216		1 7 1 7	AXBZ	TEPI	6	6.T.C 6.E.V 6.P.C 6.I.V	2.0 1.5 1.75 0.8	tʃebi	0	tʃ e b i
1356	74_mother	MOTHER	Dorasque	Dorasque	toó	toó	713	1615		t o ó/o		1216		1 7 7	AXZ	TUU	13	13.T.C 13.U.V 13.U.V	2.0 1.5 0.8	toó/o	0	t o ó/o
1357	74_mother	MOTHER	SanBlasKuna	San Blas Kuna	nana	nana	714	1616		n a n a		1216		4 7 4 7	AXBZ	NANA	23	23.N.C 23.A.V 23.N.C 23.A.V	2.0 1.5 1.75 0.8	nana	0	n a n a
1358	74_mother	MOTHER	Cogui	Cogui	'haba	'haba	715	1614		'h/h a b a		1216		3 7 1 7	AXBZ	HAPA	12	12.H.C 12.A.V 12.P.C 12.A.V	2.0 1.5 1.75 0.8	'h/haba	0	'h/h a b - - a
