# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	COGIDS	MORPHEMES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAP
2380	65_guts	GUTS	Cabecar	Cabécar	dʒã́ batʃiɺí	dʒã́ batʃiɺí	dʒ ã́/ã + b a tʃ i ɺ í/i	cabe1245	1334	9.67	-83.41		0	0	?	1 7 9 1 7 1 7 5 7	AX_AXBYBZ	TA_PATIRI	7	7.T.C 7.A.V 7._._ 7.P.C 7.A.V 7.T.C 7.I.V 7.R.C 7.I.V	2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	dʒã́/ã+batʃiɺí/i	0	663
2381	65_guts	GUTS	Teribe	Teribe	ʒàkógɺo	ʒàkógɺo	ʒ à/a k ó/o g ɺ o	teri1250	1334	9.06	-82.96		0	0	?	3 7 1 7 1 5 7	AXBYBCZ	SAKUKRU	24	24.S.C 24.A.V 24.K.C 24.U.V 24.K.C 24.R.C 24.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	ʒà/akó/ogɺo	0	662
2382	65_guts	GUTS	Ngabere	Ngäbere	ŋɔ̃gɾɔ	ŋɔ̃gɾɔ	ŋ ɔ̃ g ɾ ɔ	ngab1239	1334	8.83	-82.39		0	0	?	4 7 1 5 7	AXBCZ	NUKRU	20	20.N.C 20.U.V 20.K.C 20.R.C 20.U.V	2.0 1.5 1.75 1.5 0.8	ŋɔ̃gɾɔ	0	662
2383	65_guts	GUTS	Buglere	Buglere	hẽgɾa	hẽgɾa	h ẽ g ɾ a	bugl1243	1334	8.58	-81.26		0	0	?	3 7 1 5 7	AXBCZ	HEKRA	6	6.H.C 6.E.V 6.K.C 6.R.C 6.A.V	2.0 1.5 1.75 1.5 0.8	hẽgɾa	0	662
2384	65_guts	GUTS	Dorasque	Dorasque	koɾegol	koɾegol	k o ɾ e g o l	dora1242	1334	8.57	-82.38		0	0	?	1 7 5 7 1 7 5	AXBYBYN	KUREKUL	13	13.K.C 13.U.V 13.R.C 13.E.V 13.K.C 13.U.V 13.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	koɾegol	0	669
2385	65_guts	GUTS	SanBlasKuna	San Blas Kuna	saki	saki	s a k i	sanb1242	1334	9.16	-78.31		0	0	?	3 7 1 7	AXBZ	SAKI	23	23.S.C 23.A.V 23.K.C 23.I.V	2.0 1.5 1.75 0.8	saki	0	662
2386	65_guts	GUTS	Cogui	Cogui	ganukʃiʒa	ganukʃiʒa	g a n u k ʃ i ʒ a	cogu1240	1334	10.95	-73.80		0	0	?	1 7 4 7 1 3 7 3 7	AXBYBCYBZ	KANYKSISA	12	12.K.C 12.A.V 12.N.C 12.Y.V 12.K.C 12.S.C 12.I.V 12.S.C 12.A.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	ganukʃiʒa	0	668
2387	65_guts	GUTS	Arhuaco	Arhuaco	ga'siɾo	ga'siɾo	g a 's/s i ɾ o	arhu1242	1334	10.70	-73.64		0	0	?	1 7 3 7 5 7	AXBYBZ	KASIRU	1	1.K.C 1.A.V 1.S.C 1.I.V 1.R.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ga's/siɾo	0	658
2388	65_guts	GUTS	Malayo	Malayo	gaʒina	gaʒina	g a ʒ i n a	mala1522	1334	10.93	-73.42		0	0	?	1 7 3 7 4 7	AXBYBZ	KASINA	16	16.K.C 16.A.V 16.S.C 16.I.V 16.N.C 16.A.V	2.0 1.5 1.75 1.3 1.75 0.8	gaʒina	0	671
2389	65_guts	GUTS	Chimila	Chimila	'kutti 'kwe:ɾiniʔ	'kutti 'kwe:ɾiniʔ	'k/k u t t i + 'k/k w e: ɾ i n i ʔ	chim1309	1334	10.19	-74.26		0	0	?	1 7 1 1 7 9 1 6 7 5 7 4 7 1	AXMBZ_ACXBYBYN	KYTTI_KWERINIH	11	11.K.C 11.Y.V 11.T.c 11.T.C 11.I.V 11._._ 11.K.C 11.W.C 11.E.V 11.R.C 11.I.V 11.N.C 11.I.V 11.H.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	'k/kutti+'k/kwe:ɾiniʔ	0	667
2390	65_guts	GUTS	Chibcha	Chibcha	tsimsua	tsimsua	t s i m s u a	chib1270	1334	6.25	-74.17		0	0	?	1 3 7 4 3 7 7	ACXMBYZ	TSIMSYA	10	10.T.C 10.S.C 10.I.V 10.M.c 10.S.C 10.Y.V 10.A.V	2.0 1.5 1.5 1.1 1.75 1.3 0.8	tsimsua	0	666
2391	65_guts	GUTS	CentralTunebo	Central Tunebo	buk'ʃiɾa	buk'ʃiɾa	b u k 'ʃ/ʃ i ɾ a	cent2150	1334	6.89	-72.09		0	0	?	1 7 1 3 7 5 7	AXBCYBZ	PYKSIRA	9	9.P.C 9.Y.V 9.K.C 9.S.C 9.I.V 9.R.C 9.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	buk'ʃ/ʃiɾa	0	665
2392	65_guts	GUTS	Bari	Barí	a:si	a:si	a: s i	bari1297	1334	9.08	-72.94		0	0	?	7 3 7	XBZ	ASI	3	3.A.V 3.S.C 3.I.V	1.5 1.75 0.8	a:si	0	659
#
289	96_hair	HAIR	LencaSalvador	Lenca-Salvador	alah	alah	a l a h	lenc1242	1040	13.56	-87.50		0	0	?	7 5 7 3	XBYN	ALAH	15	15.A.V 15.L.C 15.A.V 15.H.c	1.5 1.75 1.3 0.8	alah	0	687
290	96_hair	HAIR	LencaHonduras	Lenca-Honduras	asa	asa	a s a	lenc1243	1040	13.67	-88.11		0	0	?	7 3 7	XBZ	ASA	14	14.A.V 14.S.C 14.A.V	1.5 1.75 0.8	asa	0	684
291	96_hair	HAIR	Cacaopera	Cacaopera	kili	kili	k i l i	caca1247	1040	13.74	-88.11		0	0	?	1 7 5 7	AXBZ	KILI	8	8.K.C 8.I.V 8.L.C 8.I.V	2.0 1.5 1.75 0.8	kili	0	682
292	96_hair	HAIR	Mayangna	Mayangna	bas	bas	b a s	maya1285	1040	14.13	-84.34		0	0	?	1 7 3	AXN	PAS	18	18.P.C 18.A.V 18.S.c	2.0 1.5 0.8	bas	0	689
293	96_hair	HAIR	Ulwa	Ulwa	bas	bas	b a s	ulwa1239	1040	12.93	-83.58		0	0	?	1 7 3	AXN	PAS	25	25.P.C 25.A.V 25.S.c	2.0 1.5 0.8	bas	0	689
294	96_hair	HAIR	Miskito	Mískito	tãwa	tãwa	t ã w a	misk1239	1040	15.16	-84.29		0	0	?	1 7 6 7	AXBZ	TAWA	19	19.T.C 19.A.V 19.W.C 19.A.V	2.0 1.5 1.75 0.8	tãwa	0	690
295	96_hair	HAIR	Pech	Pech	ṹs	ṹs	ṹ/ũ s	pech1241	1040	15.80	-85.56		0	0	?	7 3	XN	YS	21	21.Y.V 21.S.c	1.5 0.8	ṹ/ũs	1	692
296	96_hair	HAIR	Rama	Rama	uli:s	uli:s	u l i: s	rama1270	1040	11.50	-83.86		0	0	?	7 5 7 3	XBYN	YLIS	22	22.Y.V 22.L.C 22.I.V 22.S.c	1.5 1.75 1.3 0.8	uli:s	0	682
297	96_hair	HAIR	MalekuJaika	Maléku Jaíka	i:ɬa	i:ɬa	i: ɬ a	male1297	1040	10.75	-84.73		0	0	?	7 5 7	XBZ	ILA	17	17.I.V 17.L.C 17.A.V	1.5 1.75 0.8	i:ɬa	1	688
298	96_hair	HAIR	Boruca	Boruca	ʃíxtkà	ʃíxtkà	ʃ í/i x t k à/a	boru1252	1040	8.88	-83.21		0	0	?	3 7 3 1 1 7	AXLMBZ	SIGTKA	4	4.S.C 4.I.V 4.G.c 4.T.c 4.K.C 4.A.V	2.0 1.5 1.1 1.1 1.75 0.8	ʃí/ixtkà/a	0	679
299	96_hair	HAIR	Bribri	Bribri	tsã́	tsã́	t s ã́/ã	brib1243	1040	9.40	-83.05		0	0	?	1 3 7	ACX	TSA	5	5.T.C 5.S.C 5.A.V	2.0 1.5 1.5	tsã́/ã	0	680
300	96_hair	HAIR	Cabecar	Cabécar	tsã́kṹ kʊ	tsã́kṹ kʊ	t s ã́/ã k ṹ/ũ + k ʊ	cabe1245	1040	9.67	-83.41		0	0	?	1 3 7 1 7 9 1 7	ACXBZ_AX	TSAKY_KY	7	7.T.C 7.S.C 7.A.V 7.K.C 7.Y.V 7._._ 7.K.C 7.Y.V	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5	tsã́/ãkṹ/ũ+kʊ	0	680
301	96_hair	HAIR	Teribe	Teribe	kóŋzò	kóŋzò	k ó/o ŋ z ò/o	teri1250	1040	9.06	-82.96		0	0	?	1 7 4 3 7	AXMBZ	KUNSU	24	24.K.C 24.U.V 24.N.c 24.S.C 24.U.V	2.0 1.5 1.1 1.75 0.8	kó/oŋzò/o	0	694
302	96_hair	HAIR	Ngabere	Ngäbere	dokwɔdɾɯ	dokwɔdɾɯ	d o k w ɔ d ɾ ɯ	ngab1239	1040	8.83	-82.39		0	0	?	1 7 1 6 7 1 5 7	AXBCYBCZ	TUKWUTRI	20	20.T.C 20.U.V 20.K.C 20.W.C 20.U.V 20.T.C 20.R.C 20.I.V	2.0 1.5 1.75 1.5 1.3 1.75 1.5 0.8	dokwɔdɾɯ	0	691
303	96_hair	HAIR	Buglere	Buglere	tʃugaga	tʃugaga	tʃ u g a g a	bugl1243	1040	8.58	-81.26		0	0	?	1 7 1 7 1 7	AXBYBZ	TYKAKA	6	6.T.C 6.Y.V 6.K.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃugaga	0	681
304	96_hair	HAIR	Dorasque	Dorasque	ogá	ogá	o g á/a	dora1242	1040	8.57	-82.38		0	0	?	7 1 7	XBZ	UKA	13	13.U.V 13.K.C 13.A.V	1.5 1.75 0.8	ogá/a	0	686
305	96_hair	HAIR	SanBlasKuna	San Blas Kuna	saila	saila	s a i l a	sanb1242	1040	9.16	-78.31		0	0	?	3 7 7 5 7	AXYBZ	SAILA	23	23.S.C 23.A.V 23.I.V 23.L.C 23.A.V	2.0 1.5 1.3 1.75 0.8	saila	0	693
306	96_hair	HAIR	Cogui	Cogui	'sãĩ	'sãĩ	's/s ã ĩ	cogu1240	1040	10.95	-73.80		0	0	?	3 7 7	AXZ	SAI	12	12.S.C 12.A.V 12.I.V	2.0 1.5 0.8	's/sãĩ	0	684
307	96_hair	HAIR	Arhuaco	Arhuaco	'sagənɨ	'sagənɨ	's/s a g ə n ɨ	arhu1242	1040	10.70	-73.64		0	0	?	3 7 1 7 4 7	AXBYBZ	SAKENI	1	1.S.C 1.A.V 1.K.C 1.E.V 1.N.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	's/sagənɨ	0	677
308	96_hair	HAIR	Malayo	Malayo	ʃa	ʃa	ʃ a	mala1522	1040	10.93	-73.42		0	0	?	3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	ʃa	0	684
309	96_hair	HAIR	Chimila	Chimila	'a	'a	'a/a	chim1309	1040	10.19	-74.26		0	0	?	7	X	A	11	11.A.V	1.5	'a/a	0	685
310	96_hair	HAIR	Chibcha	Chibcha	tsɨe	tsɨe	t s ɨ e	chib1270	1040	6.25	-74.17		0	0	?	1 3 7 7	ACXZ	TSIE	10	10.T.C 10.S.C 10.I.V 10.E.V	2.0 1.5 1.5 0.8	tsɨe	0	684
311	96_hair	HAIR	CentralTunebo	Central Tunebo	ana'ɾa	ana'ɾa	a n a 'ɾ/ɾ a	cent2150	1040	6.89	-72.09		0	0	?	7 4 7 5 7	XBYBZ	ANARA	9	9.A.V 9.N.C 9.A.V 9.R.C 9.A.V	1.5 1.75 1.3 1.75 0.8	ana'ɾ/ɾa	1	683
312	96_hair	HAIR	Bari	Barí	kã:tũ	kã:tũ	k ã: t ũ	bari1297	1040	9.08	-72.94		0	0	?	1 7 1 7	AXBZ	KATY	3	3.K.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	kã:tũ	0	678
#
1389	40_hand	HAND	LencaSalvador	Lenca-Salvador	koʃaka	koʃaka	k o ʃ a k a	lenc1242	1277	13.56	-87.50		0	0	?	1 7 3 7 1 7	AXBYBZ	KUSAKA	15	15.K.C 15.U.V 15.S.C 15.A.V 15.K.C 15.A.V	2.0 1.5 1.75 1.3 1.75 0.8	koʃaka	0	707
1390	40_hand	HAND	LencaHonduras	Lenca-Honduras	kulala	kulala	k u l a l a	lenc1243	1277	13.67	-88.11		0	0	?	1 7 5 7 5 7	AXBYBZ	KYLALA	14	14.K.C 14.Y.V 14.L.C 14.A.V 14.L.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kulala	0	706
1391	40_hand	HAND	Cacaopera	Cacaopera	panam	panam	p a n a m	caca1247	1277	13.74	-88.11		0	0	?	1 7 4 7 4	AXBYN	PANAM	8	8.P.C 8.A.V 8.N.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	panam	0	701
1392	40_hand	HAND	Mayangna	Mayangna	tin	tin	t i n	maya1285	1277	14.13	-84.34		0	0	?	1 7 4	AXN	TIN	18	18.T.C 18.I.V 18.N.c	2.0 1.5 0.8	tin	0	709
1393	40_hand	HAND	Ulwa	Ulwa	tin	tin	t i n	ulwa1239	1277	12.93	-83.58		0	0	?	1 7 4	AXN	TIN	25	25.T.C 25.I.V 25.N.c	2.0 1.5 0.8	tin	0	709
1394	40_hand	HAND	Miskito	Mískito	mihta	mihta	m i h t a	misk1239	1277	15.16	-84.29		0	0	?	4 7 3 1 7	AXMBZ	MIHTA	19	19.M.C 19.I.V 19.H.c 19.T.C 19.A.V	2.0 1.5 1.1 1.75 0.8	mihta	0	710
1395	40_hand	HAND	Pech	Pech	swà	swà	s w à/a	pech1241	1277	15.80	-85.56		0	0	?	3 6 7	ACX	SWA	21	21.S.C 21.W.C 21.A.V	2.0 1.5 1.5	swà/a	0	712
1396	40_hand	HAND	Rama	Rama	kwi:k	kwi:k	k w i: k	rama1270	1277	11.50	-83.86		0	0	?	1 6 7 1	ACXN	KWIK	22	22.K.C 22.W.C 22.I.V 22.K.c	2.0 1.5 1.5 0.8	kwi:k	0	713
1397	40_hand	HAND	MalekuJaika	Maléku Jaíka	kuki:	kuki:	k u k i:	male1297	1277	10.75	-84.73		0	0	?	1 7 1 7	AXBZ	KYKI	17	17.K.C 17.Y.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	kuki:	0	705
1398	40_hand	HAND	Boruca	Boruca	dʒùɾéʔ	dʒùɾéʔ	dʒ ù/u ɾ é/e ʔ	boru1252	1277	8.88	-83.21		0	0	?	1 7 5 7 1	AXBYN	TYREH	4	4.T.C 4.Y.V 4.R.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	dʒù/uɾé/eʔ	0	698
1399	40_hand	HAND	Bribri	Bribri	uɺa	uɺa	u ɺ a	brib1243	1277	9.40	-83.05		0	0	?	7 5 7	XBZ	YRA	5	5.Y.V 5.R.C 5.A.V	1.5 1.75 0.8	uɺa	0	699
1400	40_hand	HAND	Cabecar	Cabécar	huɺà	huɺà	h u ɺ à/a	cabe1245	1277	9.67	-83.41		0	0	?	3 7 5 7	AXBZ	HYRA	7	7.H.C 7.Y.V 7.R.C 7.A.V	2.0 1.5 1.75 0.8	huɺà/a	0	699
1401	40_hand	HAND	Teribe	Teribe	óɾkuò	óɾkuò	ó/o ɾ k u ò/o	teri1250	1277	9.06	-82.96		0	0	?	7 5 1 7 7	XMBYZ	URKYU	24	24.U.V 24.R.c 24.K.C 24.Y.V 24.U.V	1.5 1.1 1.75 1.3 0.8	ó/oɾkuò/o	0	715
1402	40_hand	HAND	Ngabere	Ngäbere	kise	kise	k i s e	ngab1239	1277	8.83	-82.39		0	0	?	1 7 3 7	AXBZ	KISE	20	20.K.C 20.I.V 20.S.C 20.E.V	2.0 1.5 1.75 0.8	kise	0	711
1403	40_hand	HAND	Buglere	Buglere	ko	ko	k o	bugl1243	1277	8.58	-81.26		0	0	?	1 7	AX	KU	6	6.K.C 6.U.V	2.0 1.5	ko	0	700
1404	40_hand	HAND	Dorasque	Dorasque	kul	kul	k u l	dora1242	1277	8.57	-82.38		0	0	?	1 7 5	AXN	KYL	13	13.K.C 13.Y.V 13.L.c	2.0 1.5 0.8	kul	0	695
1405	40_hand	HAND	SanBlasKuna	San Blas Kuna	aɾkan	aɾkan	a ɾ k a n	sanb1242	1277	9.16	-78.31		0	0	?	7 5 1 7 4	XMBYN	ARKAN	23	23.A.V 23.R.c 23.K.C 23.A.V 23.N.c	1.5 1.1 1.75 1.3 0.8	aɾkan	0	714
1406	40_hand	HAND	Cogui	Cogui	'kokala	'kokala	'k/k o k a l a	cogu1240	1277	10.95	-73.80		0	0	?	1 7 1 7 5 7	AXBYBZ	KUKALA	12	12.K.C 12.U.V 12.K.C 12.A.V 12.L.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	'k/kokala	0	705
1407	40_hand	HAND	Arhuaco	Arhuaco	'gunnɨ	'gunnɨ	'g/g u n n ɨ	arhu1242	1277	10.70	-73.64		0	0	?	1 7 4 4 7	AXMBZ	KYNNI	1	1.K.C 1.Y.V 1.N.c 1.N.C 1.I.V	2.0 1.5 1.1 1.75 0.8	'g/gunnɨ	0	695
1408	40_hand	HAND	Malayo	Malayo	'gula	'gula	'g/g u l a	mala1522	1277	10.93	-73.42		0	0	?	1 7 5 7	AXBZ	KYLA	16	16.K.C 16.Y.V 16.L.C 16.A.V	2.0 1.5 1.75 0.8	'g/gula	0	708
1409	40_hand	HAND	Atanque	Atanque	gúna	gúna	g ú/u n a	kank1244	1277	10.75	-73.36		0	0	?	1 7 4 7	AXBZ	KYNA	2	2.K.C 2.Y.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	gú/una	0	696
1410	40_hand	HAND	Chimila	Chimila	hattakɾa	hattakɾa	h a t t a k ɾ a	chim1309	1277	10.19	-74.26		0	0	?	3 7 1 1 7 1 5 7	AXMBYBCZ	HATTAKRA	11	11.H.C 11.A.V 11.T.c 11.T.C 11.A.V 11.K.C 11.R.C 11.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	hattakɾa	0	704
1411	40_hand	HAND	Chibcha	Chibcha	ɨta	ɨta	ɨ t a	chib1270	1277	6.25	-74.17		0	0	?	7 1 7	XBZ	ITA	10	10.I.V 10.T.C 10.A.V	1.5 1.75 0.8	ɨta	0	703
1412	40_hand	HAND	CentralTunebo	Central Tunebo	'atkaɾa	'atkaɾa	'a/a t k a ɾ a	cent2150	1277	6.89	-72.09		0	0	?	7 1 1 7 5 7	XMBYBZ	ATKARA	9	9.A.V 9.T.c 9.K.C 9.A.V 9.R.C 9.A.V	1.5 1.1 1.75 1.3 1.75 0.8	'a/atkaɾa	0	702
1413	40_hand	HAND	Bari	Barí	akdu	akdu	a k d u	bari1297	1277	9.08	-72.94		0	0	?	7 1 1 7	XMBZ	AKTY	3	3.A.V 3.K.c 3.T.C 3.Y.V	1.5 1.1 1.75 0.8	akdu	0	697
#
816	61_he	HE	LencaSalvador	Lenca-Salvador	inani	inani	i n a n i	lenc1242	1211	13.56	-87.50		0	0	?	7 4 7 4 7	XBYBZ	INANI	15	15.I.V 15.N.C 15.A.V 15.N.C 15.I.V	1.5 1.75 1.3 1.75 0.8	inani	0	726
817	61_he	HE	LencaHonduras	Lenca-Honduras	inan	inan	i n a n	lenc1243	1211	13.67	-88.11		0	0	?	7 4 7 4	XBYN	INAN	14	14.I.V 14.N.C 14.A.V 14.N.c	1.5 1.75 1.3 0.8	inan	0	726
818	61_he	HE	Cacaopera	Cacaopera	'karahi	'karahi	'k/k a r a h i	caca1247	1211	13.74	-88.11		0	0	?	1 7 5 7 3 7	AXBYBZ	KARAHI	8	8.K.C 8.A.V 8.R.C 8.A.V 8.H.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	'k/karahi	0	721
819	61_he	HE	Mayangna	Mayangna	witiŋ	witiŋ	w i t i ŋ	maya1285	1211	14.13	-84.34		0	0	?	6 7 1 7 4	AXBYN	WITIN	18	18.W.C 18.I.V 18.T.C 18.I.V 18.N.c	2.0 1.5 1.75 1.3 0.8	witiŋ	0	728
820	61_he	HE	Ulwa	Ulwa	alas	alas	a l a s	ulwa1239	1211	12.93	-83.58		0	0	?	7 5 7 3	XBYN	ALAS	25	25.A.V 25.L.C 25.A.V 25.S.c	1.5 1.75 1.3 0.8	alas	0	720
821	61_he	HE	Miskito	Mískito	witin	witin	w i t i n	misk1239	1211	15.16	-84.29		0	0	?	6 7 1 7 4	AXBYN	WITIN	19	19.W.C 19.I.V 19.T.C 19.I.V 19.N.c	2.0 1.5 1.75 1.3 0.8	witin	0	728
822	61_he	HE	Pech	Pech	èkà	èkà	è/e k à/a	pech1241	1211	15.80	-85.56		0	0	?	7 1 7	XBZ	EKA	21	21.E.V 21.K.C 21.A.V	1.5 1.75 0.8	è/ekà/a	0	730
823	61_he	HE	Rama	Rama	jaiŋ	jaiŋ	j a i ŋ	rama1270	1211	11.50	-83.86		0	0	?	6 7 7 4	AXYN	JAIN	22	22.J.C 22.A.V 22.I.V 22.N.c	2.0 1.5 1.3 0.8	jaiŋ	0	731
824	61_he	HE	MalekuJaika	Maléku Jaíka	ni:	ni:	n i:	male1297	1211	10.75	-84.73		0	0	?	4 7	AX	NI	17	17.N.C 17.I.V	2.0 1.5	ni:	0	727
825	61_he	HE	Boruca	Boruca	ì	ì	ì/i	boru1252	1211	8.88	-83.21		0	0	?	7	X	I	4	4.I.V	1.5	ì/i	0	718
826	61_he	HE	Bribri	Bribri	iěʔ	iěʔ	i ě/e ʔ	brib1243	1211	9.40	-83.05		0	0	?	7 7 1	XYN	IEH	5	5.I.V 5.E.V 5.H.c	1.5 1.3 0.8	iě/eʔ	0	719
827	61_he	HE	Cabecar	Cabécar	hié	hié	h i é/e	cabe1245	1211	9.67	-83.41		0	0	?	3 7 7	AXZ	HIE	7	7.H.C 7.I.V 7.E.V	2.0 1.5 0.8	hié/e	0	719
828	61_he	HE	Teribe	Teribe	è	è	è/e	teri1250	1211	9.06	-82.96		0	0	?	7	X	E	24	24.E.V	1.5	è/e	0	716
829	61_he	HE	Ngabere	Ngäbere	niaɾa	niaɾa	n i a ɾ a	ngab1239	1211	8.83	-82.39		0	0	?	4 7 7 5 7	AXYBZ	NIARA	20	20.N.C 20.I.V 20.A.V 20.R.C 20.A.V	2.0 1.5 1.3 1.75 0.8	niaɾa	0	729
830	61_he	HE	Buglere	Buglere	ama	ama	a m a	bugl1243	1211	8.58	-81.26		0	0	?	7 4 7	XBZ	AMA	6	6.A.V 6.M.C 6.A.V	1.5 1.75 0.8	ama	0	720
831	61_he	HE	Dorasque	Dorasque	kúi	kúi	k ú/u i	dora1242	1211	8.57	-82.38		0	0	?	1 7 7	AXZ	KYI	13	13.K.C 13.Y.V 13.I.V	2.0 1.5 0.8	kú/ui	0	725
832	61_he	HE	SanBlasKuna	San Blas Kuna	itti	itti	i t t i	sanb1242	1211	9.16	-78.31		0	0	?	7 1 1 7	XMBZ	ITTI	23	23.I.V 23.T.c 23.T.C 23.I.V	1.5 1.1 1.75 0.8	itti	0	732
833	61_he	HE	Cogui	Cogui	'ale	'ale	'a/a l e	cogu1240	1211	10.95	-73.80		0	0	?	7 5 7	XBZ	ALE	12	12.A.V 12.L.C 12.E.V	1.5 1.75 0.8	'a/ale	0	724
834	61_he	HE	Arhuaco	Arhuaco	a	a	a	arhu1242	1211	10.70	-73.64		0	0	?	7	X	A	1	1.A.V	1.5	a	0	716
835	61_he	HE	Malayo	Malayo	na	na	n a	mala1522	1211	10.93	-73.42		0	0	?	4 7	AX	NA	16	16.N.C 16.A.V	2.0 1.5	na	0	727
836	61_he	HE	Chimila	Chimila	noggwe	noggwe	n o g g w e	chim1309	1211	10.19	-74.26		0	0	?	4 7 1 1 6 7	AXMBCZ	NUKKWE	11	11.N.C 11.U.V 11.K.c 11.K.C 11.W.C 11.E.V	2.0 1.5 1.1 1.75 1.5 0.8	noggwe	0	723
837	61_he	HE	Chibcha	Chibcha	asɨ	asɨ	a s ɨ	chib1270	1211	6.25	-74.17		0	0	?	7 3 7	XBZ	ASI	10	10.A.V 10.S.C 10.I.V	1.5 1.75 0.8	asɨ	0	722
838	61_he	HE	CentralTunebo	Central Tunebo	'eja	'eja	'e/e j a	cent2150	1211	6.89	-72.09		0	0	?	7 6 7	XBZ	EJA	9	9.E.V 9.J.C 9.A.V	1.5 1.75 0.8	'e/eja	0	716
839	61_he	HE	Bari	Barí	obãĩ́	obãĩ́	o b ã ĩ́/ĩ	bari1297	1211	9.08	-72.94		0	0	?	7 1 7 7	XBYZ	UPAI	3	3.U.V 3.P.C 3.A.V 3.I.V	1.5 1.75 1.3 0.8	obãĩ́/ĩ	0	717
#
313	104_head	HEAD	LencaSalvador	Lenca-Salvador	oso	oso	o s o	lenc1242	1256	13.56	-87.50		0	0	?	7 3 7	XBZ	USU	15	15.U.V 15.S.C 15.U.V	1.5 1.75 0.8	oso	0	740
314	104_head	HEAD	LencaHonduras	Lenca-Honduras	tɾoh	tɾoh	t ɾ o h	lenc1243	1256	13.67	-88.11		0	0	?	1 5 7 3	ACXN	TRUH	14	14.T.C 14.R.C 14.U.V 14.H.c	2.0 1.5 1.5 0.8	tɾoh	0	739
315	104_head	HEAD	Cacaopera	Cacaopera	wara	wara	w a r a	caca1247	1256	13.74	-88.11		0	0	?	6 7 5 7	AXBZ	WARA	8	8.W.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	wara	0	737
316	104_head	HEAD	Mayangna	Mayangna	tun	tun	t u n	maya1285	1256	14.13	-84.34		0	0	?	1 7 4	AXN	TYN	18	18.T.C 18.Y.V 18.N.c	2.0 1.5 0.8	tun	0	742
317	104_head	HEAD	Ulwa	Ulwa	tun	tun	t u n	ulwa1239	1256	12.93	-83.58		0	0	?	1 7 4	AXN	TYN	25	25.T.C 25.Y.V 25.N.c	2.0 1.5 0.8	tun	0	742
318	104_head	HEAD	Miskito	Mískito	lal	lal	l a l	misk1239	1256	15.16	-84.29		0	0	?	5 7 5	AXN	LAL	19	19.L.C 19.A.V 19.L.c	2.0 1.5 0.8	lal	0	743
319	104_head	HEAD	Pech	Pech	sã́	sã́	s ã́/ã	pech1241	1256	15.80	-85.56		0	0	?	3 7	AX	SA	21	21.S.C 21.A.V	2.0 1.5	sã́/ã	0	734
320	104_head	HEAD	Rama	Rama	ki:ŋ	ki:ŋ	k i: ŋ	rama1270	1256	11.50	-83.86		0	0	?	1 7 4	AXN	KIN	22	22.K.C 22.I.V 22.N.c	2.0 1.5 0.8	ki:ŋ	0	744
321	104_head	HEAD	MalekuJaika	Maléku Jaíka	tʃa:	tʃa:	tʃ a:	male1297	1256	10.75	-84.73		0	0	?	1 7	AX	TA	17	17.T.C 17.A.V	2.0 1.5	tʃa:	1	741
322	104_head	HEAD	Boruca	Boruca	sàgɾá	sàgɾá	s à/a g ɾ á/a	boru1252	1256	8.88	-83.21		0	0	?	3 7 1 5 7	AXBCZ	SAKRA	4	4.S.C 4.A.V 4.K.C 4.R.C 4.A.V	2.0 1.5 1.75 1.5 0.8	sà/agɾá/a	0	735
