# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	COGIDS	MORPHEMES	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAP
1138	91_man	MAN	Teribe	Teribe	dòbén	dòbén	d ò/o b é/e n	teri1250	1554	9.067	-82.9631		988	0	?		1 7 1 7 4	AXBYN	TUPEN	24	24.T.C 24.U.V 24.P.C 24.E.V 24.N.c	2.0 1.5 1.75 1.3 0.8	dò/obé/en	0	960
1139	91_man	MAN	Ngabere	Ngäbere	bɾaɾe	bɾaɾe	b ɾ a ɾ e	ngab1239	1554	8.8251	-82.3911		209	0	?	b ɾ a ɾ e	1 5 7 5 7	ACXBZ	PRARE	20	20.P.C 20.R.C 20.A.V 20.R.C 20.E.V	2.0 1.5 1.5 1.75 0.8	bɾaɾe	0	947
1140	91_man	MAN	Buglere	Buglere	blále	blále	b l á/a l e	bugl1243	1554	8.57695	-81.25648		209	0	?	b l á/a l e	1 5 7 5 7	ACXBZ	PLALE	6	6.P.C 6.L.C 6.A.V 6.L.C 6.E.V	2.0 1.5 1.5 1.75 0.8	blá/ale	0	947
1141	91_man	MAN	Dorasque	Dorasque	taro	taro	t a r o	dora1242	1554	8.567442	-82.375717		982	0	?		1 7 5 7	AXBZ	TARU	13	13.T.C 13.A.V 13.R.C 13.U.V	2.0 1.5 1.75 0.8	taro	0	950
1142	91_man	MAN	SanBlasKuna	San Blas Kuna	matʃeɾet	matʃeɾet	m a tʃ e ɾ e t	sanb1242	1554	9.15686	-78.3075		987	0	?		4 7 1 7 5 7 1	AXBYBYN	MATERET	23	23.M.C 23.A.V 23.T.C 23.E.V 23.R.C 23.E.V 23.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	matʃeɾet	0	959
1143	91_man	MAN	Cogui	Cogui	si'gi	si'gi	s i 'g/g i	cogu1240	1554	10.9485	-73.8043		981	0	?		3 7 1 7	AXBZ	SIKI	12	12.S.C 12.I.V 12.K.C 12.I.V	2.0 1.5 1.75 0.8	si'g/gi	0	953
1144	91_man	MAN	Arhuaco	Arhuaco	'tʃeiɾwa	'tʃeiɾwa	't/t ʃ e i ɾ w a	arhu1242	1554	10.7018	-73.6363		210	0	?	't/t ʃ e - i ɾ w a	1 3 7 7 5 6 7	ACXYBCZ	TSEIRWA	1	1.T.C 1.S.C 1.E.V 1.I.V 1.R.C 1.W.C 1.A.V	2.0 1.5 1.5 1.3 1.75 1.5 0.8	't/tʃeiɾwa	0	943
1145	91_man	MAN	Malayo	Malayo	te'ɾua	te'ɾua	t e 'ɾ/ɾ u a	mala1522	1554	10.9286	-73.4056		210	0	?	t - e - - 'ɾ/ɾ u a	1 7 5 7 7	AXBYZ	TERYA	16	16.T.C 16.E.V 16.R.C 16.Y.V 16.A.V	2.0 1.5 1.75 1.3 0.8	te'ɾ/ɾua	0	950
1146	91_man	MAN	Chimila	Chimila	sa:wiɾi	sa:wiɾi	s a: w i ɾ i	chim1309	1554	10.1902	-74.2559		210	0	?	- s a: w i ɾ - i	3 7 6 7 5 7	AXBYBZ	SAWIRI	11	11.S.C 11.A.V 11.W.C 11.I.V 11.R.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sa:wiɾi	0	952
1147	91_man	MAN	Chibcha	Chibcha	tʲa	tʲa	tʲ a	chib1270	1554	6.24999	-74.1666		210	0	?	tʲ - a - - - - -	1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	tʲa	0	951
1148	91_man	MAN	CentralTunebo	Central Tunebo	'seɾa	'seɾa	's/s e ɾ a	cent2150	1554	6.8867	-72.097		210	0	?	- 's/s e - - ɾ - a	3 7 5 7	AXBZ	SERA	9	9.S.C 9.E.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	's/seɾa	0	950
1149	91_man	MAN	Bari	Barí	na	na	n a	bari1297	1554	9.08497	-72.9353		977	0	?		4 7	AX	NA	3	3.N.C 3.A.V	2.0 1.5	na	0	944
#
463	5_meat	MEAT	Pech	Pech	jùku	jùku	j ù/u k u	pech1241	634	15.8033	-85.558		994	0	?		6 7 1 7	AXBZ	JYKY	21	21.J.C 21.Y.V 21.K.C 21.Y.V	2.0 1.5 1.75 0.8	jù/uku	0	975
464	5_meat	MEAT	Rama	Rama	kas	kas	k a s	rama1270	634	11.5007	-83.8571		995	0	?		1 7 3	AXN	KAS	22	22.K.C 22.A.V 22.S.c	2.0 1.5 0.8	kas	0	976
465	5_meat	MEAT	MalekuJaika	Maléku Jaíka	ɬiki:	ɬiki:	ɬ i k i:	male1297	634	10.7485	-84.7318		85	0	?	ɬ i - - k i:	5 7 1 7	AXBZ	LIKI	17	17.L.C 17.I.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	ɬiki:	0	972
466	5_meat	MEAT	Boruca	Boruca	ùɾáŋ	ùɾáŋ	ù/u ɾ á/a ŋ	boru1252	634	8.88093	-83.2124		88	0	?	ù/u ɾ á/a ŋ	7 5 7 4	XBYN	YRAN	4	4.Y.V 4.R.C 4.A.V 4.N.c	1.5 1.75 1.3 0.8	ù/uɾá/aŋ	0	963
467	5_meat	MEAT	Bribri	Bribri	tʃká	tʃká	tʃ k á/a	brib1243	634	9.39794	-83.0539		86	0	?	tʃ - k á/a	1 1 7	ACZ	TKA	5	5.T.C 5.K.C 5.A.V	2.0 1.5 0.8	tʃká/a	0	964
468	5_meat	MEAT	Cabecar	Cabécar	dʒaka	dʒaka	dʒ a k a	cabe1245	634	9.67031	-83.4102		86	0	?	dʒ a k a	1 7 1 7	AXBZ	TAKA	7	7.T.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	dʒaka	0	964
469	5_meat	MEAT	Teribe	Teribe	ʃò	ʃò	ʃ ò/o	teri1250	634	9.067	-82.9631		87	0	?	ʃ ò/o -	3 7	AX	SU	24	24.S.C 24.U.V	2.0 1.5	ʃò/o	0	978
470	5_meat	MEAT	Ngabere	Ngäbere	ŋɔtɔ	ŋɔtɔ	ŋ ɔ t ɔ	ngab1239	634	8.8251	-82.3911		993	0	?		4 7 1 7	AXBZ	NUTU	20	20.N.C 20.U.V 20.T.C 20.U.V	2.0 1.5 1.75 0.8	ŋɔtɔ	0	961
471	5_meat	MEAT	Buglere	Buglere	udá	udá	u d á/a	bugl1243	634	8.57695	-81.25648		88	0	?	u d á/a -	7 1 7	XBZ	YTA	6	6.Y.V 6.T.C 6.A.V	1.5 1.75 0.8	udá/a	0	961
472	5_meat	MEAT	Dorasque	Dorasque	síá	síá	s í/i á/a	dora1242	634	8.567442	-82.375717		87	0	?	s í/i á/a	3 7 7	AXZ	SIA	13	13.S.C 13.I.V 13.A.V	2.0 1.5 0.8	sí/iá/a	0	969
473	5_meat	MEAT	SanBlasKuna	San Blas Kuna	sana	sana	s a n a	sanb1242	634	9.15686	-78.3075		89	0	?	- - s - a n - a	3 7 4 7	AXBZ	SANA	23	23.S.C 23.A.V 23.N.C 23.A.V	2.0 1.5 1.75 0.8	sana	0	977
474	5_meat	MEAT	Cogui	Cogui	'gata	'gata	'g/g a t a	cogu1240	634	10.9485	-73.8043		89	0	?	- 'g/g - - a t - a	1 7 1 7	AXBZ	KATA	12	12.K.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	'g/gata	0	961
475	5_meat	MEAT	Arhuaco	Arhuaco	'gətʃɨ	'gətʃɨ	'g/g ə tʃ ɨ	arhu1242	634	10.7018	-73.6363		89	0	?	- 'g/g - - ə tʃ - ɨ	1 7 1 7	AXBZ	KETI	1	1.K.C 1.E.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	'g/gətʃɨ	0	961
476	5_meat	MEAT	Malayo	Malayo	gɨ'ta	gɨ'ta	g ɨ 't/t a	mala1522	634	10.9286	-73.4056		89	0	?	- g - - ɨ 't/t - a	1 7 1 7	AXBZ	KITA	16	16.K.C 16.I.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	gɨ't/ta	0	961
477	5_meat	MEAT	Chimila	Chimila	eŋŋatta	eŋŋatta	e ŋ ŋ a t t a	chim1309	634	10.1902	-74.2559		89	0	?	e - ŋ ŋ a t t a	7 4 4 7 1 1 7	XMBYMBZ	ENNATTA	11	11.E.V 11.N.c 11.N.C 11.A.V 11.T.c 11.T.C 11.A.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	eŋŋatta	0	968
478	5_meat	MEAT	Chibcha	Chibcha	tʲihika	tʲihika	tʲ i h i k a	chib1270	634	6.24999	-74.1666		85	0	?	tʲ i h i k a	1 7 3 7 1 7	AXBYBZ	TIHIKA	10	10.T.C 10.I.V 10.H.C 10.I.V 10.K.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tʲihika	0	967
479	5_meat	MEAT	CentralTunebo	Central Tunebo	'ɾuwa	'ɾuwa	'ɾ/ɾ u w a	cent2150	634	6.8867	-72.097		991	0	?		5 7 6 7	AXBZ	RYWA	9	9.R.C 9.Y.V 9.W.C 9.A.V	2.0 1.5 1.75 0.8	'ɾ/ɾuwa	0	966
480	5_meat	MEAT	Bari	Barí	aidi.	aidi.	a i d i	bari1297	634	9.08497	-72.9353		989	0	?		7 7 1 7	XYBZ	AITI	3	3.A.V 3.I.V 3.T.C 3.I.V	1.5 1.3 1.75 0.8	aidi	0	962
#
1299	24_moon	MOON	Pech	Pech	jwì	jwì	j w ì/i	pech1241	1313	15.8033	-85.558		1003	0	?		6 6 7	ACZ	JWI	21	21.J.C 21.W.C 21.I.V	2.0 1.5 0.8	jwì/i	0	994
1300	24_moon	MOON	Rama	Rama	tukan	tukan	t u k a n	rama1270	1313	11.5007	-83.8571		1004	0	?		1 7 1 7 4	AXBYN	TYKAN	22	22.T.C 22.Y.V 22.K.C 22.A.V 22.N.c	2.0 1.5 1.75 1.3 0.8	tukan	0	995
1301	24_moon	MOON	MalekuJaika	Maléku Jaíka	ɬixi:	ɬixi:	ɬ i x i:	male1297	1313	10.7485	-84.7318		238	0	?	ɬ i x - i: - -	5 7 3 7	AXBZ	LIGI	17	17.L.C 17.I.V 17.G.C 17.I.V	2.0 1.5 1.75 0.8	ɬixi:	0	991
1302	24_moon	MOON	Boruca	Boruca	tèbéx	tèbéx	t è/e b é/e x	boru1252	1313	8.88093	-83.2124		996	0	?		1 7 1 7 3	AXBYN	TEPEG	4	4.T.C 4.E.V 4.P.C 4.E.V 4.G.c	2.0 1.5 1.75 1.3 0.8	tè/ebé/ex	0	980
1303	24_moon	MOON	Bribri	Bribri	sǐuʊ̀	sǐuʊ̀	s ǐ/i u ʊ̀/ʊ	brib1243	1313	9.39794	-83.0539		238	0	?	s ǐ/i - - u - ʊ̀/ʊ	3 7 7 7	AXYZ	SIYY	5	5.S.C 5.I.V 5.Y.V 5.Y.V	2.0 1.5 1.3 0.8	sǐ/iuʊ̀/ʊ	0	981
1304	24_moon	MOON	Cabecar	Cabécar	tuɺù	tuɺù	t u ɺ ù/u	cabe1245	1313	9.67031	-83.4102		998	0	?		1 7 5 7	AXBZ	TYRY	7	7.T.C 7.Y.V 7.R.C 7.Y.V	2.0 1.5 1.75 0.8	tuɺù/u	0	983
1305	24_moon	MOON	Teribe	Teribe	mók	mók	m ó/o k	teri1250	1313	9.067	-82.9631		1005	0	?		4 7 1	AXN	MUK	24	24.M.C 24.U.V 24.K.c	2.0 1.5 0.8	mó/ok	0	997
1306	24_moon	MOON	Ngabere	Ngäbere	sɣ	sɣ	s ɣ	ngab1239	1313	8.8251	-82.3911		238	0	?	s ɣ - - - - -	3 3	AN	SG	20	20.S.C 20.G.c	2.0 0.8	sɣ	0	993
1307	24_moon	MOON	Buglere	Buglere	dai	dai	d a i	bugl1243	1313	8.57695	-81.25648		997	0	?		1 7 7	AXZ	TAI	6	6.T.C 6.A.V 6.I.V	2.0 1.5 0.8	dai	0	982
1308	24_moon	MOON	Dorasque	Dorasque	sirila	sirila	s i r i l a	dora1242	1313	8.567442	-82.375717		238	0	?	s i r - i l a	3 7 5 7 5 7	AXBYBZ	SIRILA	13	13.S.C 13.I.V 13.R.C 13.I.V 13.L.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sirila	0	989
1309	24_moon	MOON	SanBlasKuna	San Blas Kuna	ni:	ni:	n i:	sanb1242	1313	9.15686	-78.3075		238	0	?	n i: - - - - -	4 7	AX	NI	23	23.N.C 23.I.V	2.0 1.5	ni:	0	996
1310	24_moon	MOON	Cogui	Cogui	'saka	'saka	's/s a k a	cogu1240	1313	10.9485	-73.8043		237	0	?	's/s a k a	3 7 1 7	AXBZ	SAKA	12	12.S.C 12.A.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	's/saka	0	988
1311	24_moon	MOON	Arhuaco	Arhuaco	'tima	'tima	't/t i m a	arhu1242	1313	10.7018	-73.6363		238	0	?	't/t i m - a - -	1 7 4 7	AXBZ	TIMA	1	1.T.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	't/tima	0	979
1312	24_moon	MOON	Malayo	Malayo	saga	saga	s a g a	mala1522	1313	10.9286	-73.4056		237	0	?	s a g a	3 7 1 7	AXBZ	SAKA	16	16.S.C 16.A.V 16.K.C 16.A.V	2.0 1.5 1.75 0.8	saga	0	988
1313	24_moon	MOON	Chimila	Chimila	maʔmasu	maʔmasu	m a ʔ m a s u	chim1309	1313	10.1902	-74.2559		999	0	?		4 7 1 4 7 3 7	AXBCYBZ	MAHMASY	11	11.M.C 11.A.V 11.H.C 11.M.C 11.A.V 11.S.C 11.Y.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	maʔmasu	0	987
1314	24_moon	MOON	Chibcha	Chibcha	tʲie	tʲie	tʲ i e	chib1270	1313	6.24999	-74.1666		238	0	?	tʲ i - - e - -	1 7 7	AXZ	TIE	10	10.T.C 10.I.V 10.E.V	2.0 1.5 0.8	tʲie	0	986
1315	24_moon	MOON	CentralTunebo	Central Tunebo	siʔ'joɾa	siʔ'joɾa	s i ʔ 'j/j o ɾ a	cent2150	1313	6.8867	-72.097		238	0	?	s i ʔ 'j/j o ɾ a	3 7 1 6 7 5 7	AXBCYBZ	SIHJURA	9	9.S.C 9.I.V 9.H.C 9.J.C 9.U.V 9.R.C 9.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	siʔ'j/joɾa	0	985
1316	24_moon	MOON	Bari	Barí	tiba:	tiba:	t i b a:	bari1297	1313	9.08497	-72.9353		238	0	?	t i b - a: - -	1 7 1 7	AXBZ	TIPA	3	3.T.C 3.I.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	tiba:	0	980
#
1347	74_mother	MOTHER	Pech	Pech	kákì	kákì	k á/a k ì/i	pech1241	1216	15.8033	-85.558		1014	0	?		1 7 1 7	AXBZ	KAKI	21	21.K.C 21.A.V 21.K.C 21.I.V	2.0 1.5 1.75 0.8	ká/akì/i	0	1011
1348	74_mother	MOTHER	Rama	Rama	aiɾuŋ	aiɾuŋ	a i ɾ u ŋ	rama1270	1216	11.5007	-83.8571		1015	0	?		7 7 5 7 4	XYBYN	AIRYN	22	22.A.V 22.I.V 22.R.C 22.Y.V 22.N.c	1.5 1.3 1.75 1.3 0.8	aiɾuŋ	0	1012
1349	74_mother	MOTHER	MalekuJaika	Maléku Jaíka	su:	su:	s u:	male1297	1216	10.7485	-84.7318		1012	0	?		3 7	AX	SY	17	17.S.C 17.Y.V	2.0 1.5	su:	0	1007
1350	74_mother	MOTHER	Boruca	Boruca	bè	bè	b è/e	boru1252	1216	8.88093	-83.2124		242	0	?	b è/e - -	1 7	AX	PE	4	4.P.C 4.E.V	2.0 1.5	bè/e	0	1000
1351	74_mother	MOTHER	Bribri	Bribri	abĩ́	abĩ́	a b ĩ́/ĩ	brib1243	1216	9.39794	-83.0539		239	0	?	- a b ĩ́/ĩ	7 1 7	XBZ	API	5	5.A.V 5.P.C 5.I.V	1.5 1.75 0.8	abĩ́/ĩ	0	1000
1352	74_mother	MOTHER	Cabecar	Cabécar	bĩ́dã̀	bĩ́dã̀	b ĩ́/ĩ d ã̀/ã	cabe1245	1216	9.67031	-83.4102		239	0	?	b ĩ́/ĩ d ã̀/ã	1 7 1 7	AXBZ	PITA	7	7.P.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.75 0.8	bĩ́/ĩdã̀/ã	0	1000
1353	74_mother	MOTHER	Teribe	Teribe	mé	mé	m é/e	teri1250	1216	9.067	-82.9631		242	0	?	m é/e - -	4 7	AX	ME	24	24.M.C 24.E.V	2.0 1.5	mé/e	0	1005
1354	74_mother	MOTHER	Ngabere	Ngäbere	meje	meje	m e j e	ngab1239	1216	8.8251	-82.3911		242	0	?	m e j e	4 7 6 7	AXBZ	MEJE	20	20.M.C 20.E.V 20.J.C 20.E.V	2.0 1.5 1.75 0.8	meje	0	1010
1355	74_mother	MOTHER	Buglere	Buglere	tʃebi	tʃebi	tʃ e b i	bugl1243	1216	8.57695	-81.25648		1007	0	?		1 7 1 7	AXBZ	TEPI	6	6.T.C 6.E.V 6.P.C 6.I.V	2.0 1.5 1.75 0.8	tʃebi	0	1000
1356	74_mother	MOTHER	Dorasque	Dorasque	toó	toó	t o ó/o	dora1242	1216	8.567442	-82.375717		1010	0	?		1 7 7	AXZ	TUU	13	13.T.C 13.U.V 13.U.V	2.0 1.5 0.8	toó/o	0	1004
1357	74_mother	MOTHER	SanBlasKuna	San Blas Kuna	nana	nana	n a n a	sanb1242	1216	9.15686	-78.3075		1016	0	?		4 7 4 7	AXBZ	NANA	23	23.N.C 23.A.V 23.N.C 23.A.V	2.0 1.5 1.75 0.8	nana	0	1013
1358	74_mother	MOTHER	Cogui	Cogui	'haba	'haba	'h/h a b a	cogu1240	1216	10.9485	-73.8043		241	0	?	'h/h a b a - -	3 7 1 7	AXBZ	HAPA	12	12.H.C 12.A.V 12.P.C 12.A.V	2.0 1.5 1.75 0.8	'h/haba	0	1000
1359	74_mother	MOTHER	Arhuaco	Arhuaco	'zaku	'zaku	'z/z a k u	arhu1242	1216	10.7018	-73.6363		1006	0	?		3 7 1 7	AXBZ	SAKY	1	1.S.C 1.A.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	'z/zaku	0	998
1360	74_mother	MOTHER	Malayo	Malayo	abu	abu	a b u	mala1522	1216	10.9286	-73.4056		241	0	?	- a b u - -	7 1 7	XBZ	APY	16	16.A.V 16.P.C 16.Y.V	1.5 1.75 0.8	abu	0	1000
1361	74_mother	MOTHER	Chimila	Chimila	ka:hmanta	ka:hmanta	k a: h m a n t a	chim1309	1216	10.1902	-74.2559		1009	0	?		1 7 3 4 7 4 1 7	AXBCYMBZ	KAHMANTA	11	11.K.C 11.A.V 11.H.C 11.M.C 11.A.V 11.N.c 11.T.C 11.A.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	ka:hmanta	0	1003
1362	74_mother	MOTHER	Chibcha	Chibcha	ɣuaia	ɣuaia	ɣ u a i a	chib1270	1216	6.24999	-74.1666		1008	0	?		3 7 7 7 7	AXYYZ	GYAIA	10	10.G.C 10.Y.V 10.A.V 10.I.V 10.A.V	2.0 1.5 1.3 1.3 0.8	ɣuaia	0	1002
1363	74_mother	MOTHER	CentralTunebo	Central Tunebo	a'ba	a'ba	a 'b/b a	cent2150	1216	6.8867	-72.097		241	0	?	- a 'b/b a - -	7 1 7	XBZ	APA	9	9.A.V 9.P.C 9.A.V	1.5 1.75 0.8	a'b/ba	0	1000
1364	74_mother	MOTHER	Bari	Barí	abama	abama	a b a m a	bari1297	1216	9.08497	-72.9353		241	0	?	- a b a m a	7 1 7 4 7	XBYBZ	APAMA	3	3.A.V 3.P.C 3.A.V 3.M.C 3.A.V	1.5 1.75 1.3 1.75 0.8	abama	0	999
#
1443	17_mountain	MOUNTAIN	Pech	Pech	ʃókà	ʃókà	ʃ ó/o k à/a	pech1241	639	15.8033	-85.558		1026	0	?		3 7 1 7	AXBZ	SUKA	21	21.S.C 21.U.V 21.K.C 21.A.V	2.0 1.5 1.75 0.8	ʃó/okà/a	0	1028
1444	17_mountain	MOUNTAIN	Rama	Rama	ta:sup	ta:sup	t a: s u p	rama1270	639	11.5007	-83.8571		1027	0	?		1 7 3 7 1	AXBYN	TASYP	22	22.T.C 22.A.V 22.S.C 22.Y.V 22.P.c	2.0 1.5 1.75 1.3 0.8	ta:sup	0	1029
1445	17_mountain	MOUNTAIN	MalekuJaika	Maléku Jaíka	okteki:	okteki:	o k t e k i:	male1297	639	10.7485	-84.7318		1024	0	?		7 1 1 7 1 7	XMBYBZ	UKTEKI	17	17.U.V 17.K.c 17.T.C 17.E.V 17.K.C 17.I.V	1.5 1.1 1.75 1.3 1.75 0.8	okteki:	0	1026
1446	17_mountain	MOUNTAIN	Boruca	Boruca	dʒàbáʔtáŋ	dʒàbáʔtáŋ	dʒ à/a b á/a ʔ t á/a ŋ	boru1252	639	8.88093	-83.2124		1018	0	?		1 7 1 7 1 1 7 4	AXBYMBYN	TAPAHTAN	4	4.T.C 4.A.V 4.P.C 4.A.V 4.H.c 4.T.C 4.A.V 4.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	dʒà/abá/aʔtá/aŋ	0	1016
1447	17_mountain	MOUNTAIN	Bribri	Bribri	kã̂ batà	kã̂ batà	k ã̂/ã + b a t à/a	brib1243	639	9.39794	-83.0539		259	0	?	k ã̂/ã + b a t à/a	1 7 9 1 7 1 7	AX_AXBZ	KA_PATA	5	5.K.C 5.A.V 5._._ 5.P.C 5.A.V 5.T.C 5.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kã̂/ã+batà/a	0	1017
1448	17_mountain	MOUNTAIN	Cabecar	Cabécar	kã́ batà	kã́ batà	k ã́/ã + b a t à/a	cabe1245	639	9.67031	-83.4102		259	0	?	k ã́/ã + b a t à/a	1 7 9 1 7 1 7	AX_AXBZ	KA_PATA	7	7.K.C 7.A.V 7._._ 7.P.C 7.A.V 7.T.C 7.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kã́/ã+batà/a	0	1017
1449	17_mountain	MOUNTAIN	Teribe	Teribe	dɺùb	dɺùb	d ɺ ù/u b	teri1250	639	9.067	-82.9631		1029	0	?		1 5 7 1	ACXN	TRYP	24	24.T.C 24.R.C 24.Y.V 24.P.c	2.0 1.5 1.5 0.8	dɺù/ub	0	1031
1450	17_mountain	MOUNTAIN	Ngabere	Ngäbere	ŋutio	ŋutio	ŋ u t i o	ngab1239	639	8.8251	-82.3911		1025	0	?		4 7 1 7 7	AXBYZ	NYTIU	20	20.N.C 20.Y.V 20.T.C 20.I.V 20.U.V	2.0 1.5 1.75 1.3 0.8	ŋutio	0	1027
1451	17_mountain	MOUNTAIN	Buglere	Buglere	hwitʃuga	hwitʃuga	h w i tʃ u g a	bugl1243	639	8.57695	-81.25648		260	0	?	h w i tʃ - u g a	3 6 7 1 7 1 7	ACXBYBZ	HWITYKA	6	6.H.C 6.W.C 6.I.V 6.T.C 6.Y.V 6.K.C 6.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	hwitʃuga	0	1018
1452	17_mountain	MOUNTAIN	Dorasque	Dorasque	tuú	tuú	t u ú/u	dora1242	639	8.567442	-82.375717		1022	0	?		1 7 7	AXZ	TYY	13	13.T.C 13.Y.V 13.Y.V	2.0 1.5 0.8	tuú/u	0	1024
1453	17_mountain	MOUNTAIN	SanBlasKuna	San Blas Kuna	jala	jala	j a l a	sanb1242	639	9.15686	-78.3075		1028	0	?		6 7 5 7	AXBZ	JALA	23	23.J.C 23.A.V 23.L.C 23.A.V	2.0 1.5 1.75 0.8	jala	0	1030
1454	17_mountain	MOUNTAIN	Cogui	Cogui	ge'ka	ge'ka	g e 'k/k a	cogu1240	639	10.9485	-73.8043		1021	0	?		1 7 1 7	AXBZ	KEKA	12	12.K.C 12.E.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	ge'k/ka	0	1023
1455	17_mountain	MOUNTAIN	Arhuaco	Arhuaco	'gwiɾkənɨ	'gwiɾkənɨ	'g/g w i ɾ k ə n ɨ	arhu1242	639	10.7018	-73.6363		260	0	?	'g/g w i ɾ k ə n ɨ	1 6 7 5 1 7 4 7	ACXMBYBZ	KWIRKENI	1	1.K.C 1.W.C 1.I.V 1.R.c 1.K.C 1.E.V 1.N.C 1.I.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 0.8	'g/gwiɾkənɨ	0	1014
1456	17_mountain	MOUNTAIN	Malayo	Malayo	ʃimu'rua	ʃimu'rua	ʃ i m u 'r/r u a	mala1522	639	10.9286	-73.4056		1023	0	?		3 7 4 7 5 7 7	AXBYBYZ	SIMYRYA	16	16.S.C 16.I.V 16.M.C 16.Y.V 16.R.C 16.Y.V 16.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʃimu'r/rua	0	1025
1457	17_mountain	MOUNTAIN	Chimila	Chimila	ittikoŋkɾa	ittikoŋkɾa	i t t i k o ŋ k ɾ a	chim1309	639	10.1902	-74.2559		1020	0	?		7 1 1 7 1 7 4 1 5 7	XMBYBYMBCZ	ITTIKUNKRA	11	11.I.V 11.T.c 11.T.C 11.I.V 11.K.C 11.U.V 11.N.c 11.K.C 11.R.C 11.A.V	1.5 1.1 1.75 1.3 1.75 1.3 1.1 1.75 1.5 0.8	ittikoŋkɾa	0	1022
1458	17_mountain	MOUNTAIN	Chibcha	Chibcha	ɣua	ɣua	ɣ u a	chib1270	639	6.24999	-74.1666		260	0	?	ɣ - u - - a - -	3 7 7	AXZ	GYA	10	10.G.C 10.Y.V 10.A.V	2.0 1.5 0.8	ɣua	1	1021
1459	17_mountain	MOUNTAIN	CentralTunebo	Central Tunebo	'kubaɾa	'kubaɾa	'k/k u b a ɾ a	cent2150	639	6.8867	-72.097		1019	0	?		1 7 1 7 5 7	AXBYBZ	KYPARA	9	9.K.C 9.Y.V 9.P.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	'k/kubaɾa	0	1020
1460	17_mountain	MOUNTAIN	Bari	Barí	ɲena	ɲena	ɲ e n a	bari1297	639	9.08497	-72.9353		1017	0	?		4 7 4 7	AXBZ	NENA	3	3.N.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	ɲena	0	1015
#
223	22_mouth	MOUTH	Pech	Pech	sà:pà	sà:pà	s à:/a: p à/a	pech1241	674	15.8033	-85.558		46	0	?	s à:/a: p à/a -	3 7 1 7	AXBZ	SAPA	21	21.S.C 21.A.V 21.P.C 21.A.V	2.0 1.5 1.75 0.8	sà:/a:pà/a	0	1040
224	22_mouth	MOUTH	Rama	Rama	kaka:	kaka:	k a k a:	rama1270	674	11.5007	-83.8571		47	0	?	k a k - - - a:	1 7 1 7	AXBZ	KAKA	22	22.K.C 22.A.V 22.K.C 22.A.V	2.0 1.5 1.75 0.8	kaka:	0	1032
225	22_mouth	MOUTH	MalekuJaika	Maléku Jaíka	koki:	koki:	k o k i:	male1297	674	10.7485	-84.7318		47	0	?	k o k - - - i:	1 7 1 7	AXBZ	KUKI	17	17.K.C 17.U.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	koki:	0	1032
226	22_mouth	MOUTH	Boruca	Boruca	kásà	kásà	k á/a s à/a	boru1252	674	8.88093	-83.2124		47	0	?	k á/a s - - - à/a	1 7 3 7	AXBZ	KASA	4	4.K.C 4.A.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	ká/asà/a	0	1033
