# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	COGID	COGIDS	MORPHEMES	TOKENS	COGNACY	GLOTTOCODE	CONCEPTICON	COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	ALIGNMENT
304	96_hair	HAIR	Dorasque	Dorasque	ogá	ogá		1172		o g á/a	161		1040		7 1 7	XBZ	UKA	13	13.U.V 13.K.C 13.A.V	1.5 1.75 0.8	ogá/a	0	o g á/a
305	96_hair	HAIR	SanBlasKuna	San Blas Kuna	sa-ila	sa-ila		1160 1173		s a + i l a	157		1040		3 7 9 7 5 7	AX_XBZ	SA_ILA	23	23.S.C 23.A.V 23._._ 23.I.V 23.L.C 23.A.V	2.0 1.5 0.0 1.5 1.75 0.8	sa+ila	0	- s a + i l a -
306	96_hair	HAIR	Cogui	Cogui	'sã-ĩ	'sã-ĩ		1160 1171		's/s ã + ĩ	157		1040		3 7 9 7	AX_X	SA_I	12	12.S.C 12.A.V 12._._ 12.I.V	2.0 1.5 0.0 1.5	's/sã+ĩ	0	- 's/s ã + ĩ
307	96_hair	HAIR	Arhuaco	Arhuaco	'sa-gənɨ	'sa-gənɨ		1160 1161		's/s a + g ə n ɨ	157		1040		3 7 9 1 7 4 7	AX_AXBZ	SA_KENI	1	1.S.C 1.A.V 1._._ 1.K.C 1.E.V 1.N.C 1.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	's/sa+gənɨ	0	- 's/s a + g ə n - ɨ
308	96_hair	HAIR	Malayo	Malayo	ʃa	ʃa		1160		ʃ a	157		1040		3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	ʃa	0	- ʃ a
309	96_hair	HAIR	Chimila	Chimila	'a	'a		1170		'a/a	162		1040		7	X	A	11	11.A.V	1.5	'a/a	0	'a/a
310	96_hair	HAIR	Chibcha	Chibcha	tsɨe	tsɨe		1164		t s ɨ e	157		1040		1 3 7 7	ACXZ	TSIE	10	10.T.C 10.S.C 10.I.V 10.E.V	2.0 1.5 1.5 0.8	tsɨe	0	t s ɨ e
311	96_hair	HAIR	CentralTunebo	Central Tunebo	ana'ɾa	ana'ɾa		1169		a n 'a/a ɾ a	163		1040		7 4 7 5 7	XBYBZ	ANARA	9	9.A.V 9.N.C 9.A.V 9.R.C 9.A.V	1.5 1.75 1.3 1.75 0.8	an'a/aɾa	0	a n 'a/a ɾ a
312	96_hair	HAIR	Bari	Barí	kã:tũ	kã:tũ		1162		k ãː t ũ	164		1040		1 7 1 7	AXBZ	KATY	3	3.K.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	kãːtũ	0	k ãː t ũ
#
1389	40_hand	HAND	LencaSalvador	Lenca-Salvador	koʃaka	koʃaka		1203		k o ʃ a k a	739		1277		1 7 3 7 1 7	AXBYBZ	KUSAKA	15	15.K.C 15.U.V 15.S.C 15.A.V 15.K.C 15.A.V	2.0 1.5 1.75 1.3 1.75 0.8	koʃaka	0	k o ʃ a k a
1390	40_hand	HAND	LencaHonduras	Lenca-Honduras	kulala	kulala		1202		k u l a l a	739		1277		1 7 5 7 5 7	AXBYBZ	KYLALA	14	14.K.C 14.Y.V 14.L.C 14.A.V 14.L.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kulala	0	k u l a l a
1391	40_hand	HAND	Cacaopera	Cacaopera	panam	panam		1196		p a n a m	740		1277		1 7 4 7 4	AXBYN	PANAM	8	8.P.C 8.A.V 8.N.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	panam	0	p a n a m
1392	40_hand	HAND	Mayangna	Mayangna	tin	tin		1205		t i n	741		1277		1 7 4	AXN	TIN	18	18.T.C 18.I.V 18.N.c	2.0 1.5 0.8	tin	0	t i n
1393	40_hand	HAND	Ulwa	Ulwa	tin	tin		1205		t i n	741		1277		1 7 4	AXN	TIN	25	25.T.C 25.I.V 25.N.c	2.0 1.5 0.8	tin	0	t i n
1394	40_hand	HAND	Miskito	Mískito	mihta	mihta		1206		m i h t a	742		1277		4 7 3 1 7	AXMBZ	MIHTA	19	19.M.C 19.I.V 19.H.c 19.T.C 19.A.V	2.0 1.5 1.1 1.75 0.8	mihta	0	m i h t a
1395	40_hand	HAND	Pech	Pech	swà	swà		1208		s w à/a	743		1277		3 6 7	ACX	SWA	21	21.S.C 21.W.C 21.A.V	2.0 1.5 1.5	swà/a	0	s w à/a
1396	40_hand	HAND	Rama	Rama	kwi:k	kwi:k		1209		k w iː k	744		1277		1 6 7 1	ACXN	KWIK	22	22.K.C 22.W.C 22.I.V 22.K.c	2.0 1.5 1.5 0.8	kwiːk	0	k w iː k
1397	40_hand	HAND	MalekuJaika	Maléku Jaíka	kuki:	kuki:		1200		k u k iː	744		1277		1 7 1 7	AXBZ	KYKI	17	17.K.C 17.Y.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	kukiː	0	k u k - - iː
1398	40_hand	HAND	Boruca	Boruca	dʒùɾéʔ	dʒùɾéʔ		1193		dʒ ù/u ɾ é/e ʔ	745		1277		1 7 5 7 1	AXBYN	TYREH	4	4.T.C 4.Y.V 4.R.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	dʒù/uɾé/eʔ	0	dʒ ù/u ɾ é/e ʔ
1399	40_hand	HAND	Bribri	Bribri	uɺa	uɺa		1194		u ɺ a	745		1277		7 5 7	XBZ	YRA	5	5.Y.V 5.R.C 5.A.V	1.5 1.75 0.8	uɺa	0	- u ɺ a
1400	40_hand	HAND	Cabecar	Cabécar	huɺà	huɺà		1194		h u ɺ à/a	745		1277		3 7 5 7	AXBZ	HYRA	7	7.H.C 7.Y.V 7.R.C 7.A.V	2.0 1.5 1.75 0.8	huɺà/a	0	h u ɺ à/a
1401	40_hand	HAND	Teribe	Teribe	óɾkuò	óɾkuò		1211		ó/o ɾ k u ò/o	746		1277		7 5 1 7 7	XMBYZ	URKYU	24	24.U.V 24.R.c 24.K.C 24.Y.V 24.U.V	1.5 1.1 1.75 1.3 0.8	ó/oɾkuò/o	0	ó/o ɾ k u ò/o
1402	40_hand	HAND	Ngabere	Ngäbere	kise	kise		1207		k i s e	747		1277		1 7 3 7	AXBZ	KISE	20	20.K.C 20.I.V 20.S.C 20.E.V	2.0 1.5 1.75 0.8	kise	0	k i s e
1403	40_hand	HAND	Buglere	Buglere	ko	ko		1195		k o	739		1277		1 7	AX	KU	6	6.K.C 6.U.V	2.0 1.5	ko	0	k o
1404	40_hand	HAND	Dorasque	Dorasque	kul	kul		1201		k u l	745		1277		1 7 5	AXN	KYL	13	13.K.C 13.Y.V 13.L.c	2.0 1.5 0.8	kul	0	k u l
1405	40_hand	HAND	SanBlasKuna	San Blas Kuna	aɾkan	aɾkan		1210		a ɾ k a n	746		1277		7 5 1 7 4	XMBYN	ARKAN	23	23.A.V 23.R.c 23.K.C 23.A.V 23.N.c	1.5 1.1 1.75 1.3 0.8	aɾkan	0	a ɾ k a n
1406	40_hand	HAND	Cogui	Cogui	'kokala	'kokala		1200		'k/k o k a l a	739		1277		1 7 1 7 5 7	AXBYBZ	KUKALA	12	12.K.C 12.U.V 12.K.C 12.A.V 12.L.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	'k/kokala	0	'k/k o k a l a
1407	40_hand	HAND	Arhuaco	Arhuaco	'gunnɨ	'gunnɨ		1190		'g/g u n ɨ	745		1277		1 7 4 7	AXBZ	KYNI	1	1.K.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	'g/gunɨ	0	'g/g u n ɨ
1408	40_hand	HAND	Malayo	Malayo	'gula	'gula		1204		'g/g u l a	745		1277		1 7 5 7	AXBZ	KYLA	16	16.K.C 16.Y.V 16.L.C 16.A.V	2.0 1.5 1.75 0.8	'g/gula	0	'g/g u l a
1410	40_hand	HAND	Chimila	Chimila	hattakɾa	hattakɾa		1199		h a t a k ɾ a	748		1277		3 7 1 7 1 5 7	AXBYBCZ	HATAKRA	11	11.H.C 11.A.V 11.T.C 11.A.V 11.K.C 11.R.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	hatakɾa	0	h a t a k ɾ a
1411	40_hand	HAND	Chibcha	Chibcha	ɨta	ɨta		1198		ɨ t a	748		1277		7 1 7	XBZ	ITA	10	10.I.V 10.T.C 10.A.V	1.5 1.75 0.8	ɨta	0	ɨ t a
1412	40_hand	HAND	CentralTunebo	Central Tunebo	'atkaɾa	'atkaɾa		1197		'a/a t k a ɾ a	748		1277		7 1 1 7 5 7	XMBYBZ	ATKARA	9	9.A.V 9.T.c 9.K.C 9.A.V 9.R.C 9.A.V	1.5 1.1 1.75 1.3 1.75 0.8	'a/atkaɾa	0	'a/a t k a ɾ a
1413	40_hand	HAND	Bari	Barí	akdu	akdu		1192		a k d u	749		1277		7 1 1 7	XMBZ	AKTY	3	3.A.V 3.K.c 3.T.C 3.Y.V	1.5 1.1 1.75 0.8	akdu	0	a k d u
#
816	61_he	HE	LencaSalvador	Lenca-Salvador	inani	inani		1227		i n a n i	427		1211		7 4 7 4 7	XBYBZ	INANI	15	15.I.V 15.N.C 15.A.V 15.N.C 15.I.V	1.5 1.75 1.3 1.75 0.8	inani	0	i n a n i
817	61_he	HE	LencaHonduras	Lenca-Honduras	inan	inan		1227		i n a n	427		1211		7 4 7 4	XBYN	INAN	14	14.I.V 14.N.C 14.A.V 14.N.c	1.5 1.75 1.3 0.8	inan	0	i n a n -
818	61_he	HE	Cacaopera	Cacaopera	'karahi	'karahi		1221		'k/k a r a h i	428		1211		1 7 5 7 3 7	AXBYBZ	KARAHI	8	8.K.C 8.A.V 8.R.C 8.A.V 8.H.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	'k/karahi	0	'k/k a r a h i
819	61_he	HE	Mayangna	Mayangna	witiŋ	witiŋ		1229		w i t i ŋ	429		1211		6 7 1 7 4	AXBYN	WITIN	18	18.W.C 18.I.V 18.T.C 18.I.V 18.N.c	2.0 1.5 1.75 1.3 0.8	witiŋ	0	w i t i ŋ
820	61_he	HE	Ulwa	Ulwa	alas	alas		1220		a l a s	428		1211		7 5 7 3	XBYN	ALAS	25	25.A.V 25.L.C 25.A.V 25.S.c	1.5 1.75 1.3 0.8	alas	0	a l a s
821	61_he	HE	Miskito	Mískito	witin	witin		1229		w i t i n	429		1211		6 7 1 7 4	AXBYN	WITIN	19	19.W.C 19.I.V 19.T.C 19.I.V 19.N.c	2.0 1.5 1.75 1.3 0.8	witin	0	w i t i n
822	61_he	HE	Pech	Pech	èkà	èkà		1231		è/e k à/a	430		1211		7 1 7	XBZ	EKA	21	21.E.V 21.K.C 21.A.V	1.5 1.75 0.8	è/ekà/a	0	è/e k à/a
823	61_he	HE	Rama	Rama	jaiŋ	jaiŋ		1232		j a i ŋ	427		1211		6 7 7 4	AXYN	JAIN	22	22.J.C 22.A.V 22.I.V 22.N.c	2.0 1.5 1.3 0.8	jaiŋ	0	j a i ŋ
824	61_he	HE	MalekuJaika	Maléku Jaíka	ni:	ni:		1228		n iː	431		1211		4 7	AX	NI	17	17.N.C 17.I.V	2.0 1.5	niː	0	n iː
825	61_he	HE	Boruca	Boruca	ì	ì		1218		ì/i	427		1211		7	X	I	4	4.I.V	1.5	ì/i	0	ì/i
826	61_he	HE	Bribri	Bribri	iěʔ	iěʔ		1219		i ě/e ʔ	427		1211		7 7 1	XYN	IEH	5	5.I.V 5.E.V 5.H.c	1.5 1.3 0.8	iě/eʔ	0	- i ě/e ʔ
827	61_he	HE	Cabecar	Cabécar	hié	hié		1219		h i é/e	427		1211		3 7 7	AXZ	HIE	7	7.H.C 7.I.V 7.E.V	2.0 1.5 0.8	hié/e	0	h i é/e -
828	61_he	HE	Teribe	Teribe	è	è		1216		è/e	430		1211		7	X	E	24	24.E.V	1.5	è/e	0	è/e
829	61_he	HE	Ngabere	Ngäbere	niaɾa	niaɾa		1230		n i a ɾ a	431		1211		4 7 7 5 7	AXYBZ	NIARA	20	20.N.C 20.I.V 20.A.V 20.R.C 20.A.V	2.0 1.5 1.3 1.75 0.8	niaɾa	0	n i a ɾ a
830	61_he	HE	Buglere	Buglere	ama	ama		1220		a m a	432		1211		7 4 7	XBZ	AMA	6	6.A.V 6.M.C 6.A.V	1.5 1.75 0.8	ama	0	a m a -
831	61_he	HE	Dorasque	Dorasque	kúi	kúi		1226		k ú/u i	433		1211		1 7 7	AXZ	KYI	13	13.K.C 13.Y.V 13.I.V	2.0 1.5 0.8	kú/ui	0	k ú/u i
832	61_he	HE	SanBlasKuna	San Blas Kuna	itti	itti		1233		i t i	427		1211		7 1 7	XBZ	ITI	23	23.I.V 23.T.C 23.I.V	1.5 1.75 0.8	iti	0	i t i
833	61_he	HE	Cogui	Cogui	'ale	'ale		1225		'a/a l e	432		1211		7 5 7	XBZ	ALE	12	12.A.V 12.L.C 12.E.V	1.5 1.75 0.8	'a/ale	0	'a/a l e
834	61_he	HE	Arhuaco	Arhuaco	a	a		1216		a	432		1211		7	X	A	1	1.A.V	1.5	a	0	a
835	61_he	HE	Malayo	Malayo	na	na		1228		n a	434		1211		4 7	AX	NA	16	16.N.C 16.A.V	2.0 1.5	na	0	n a
836	61_he	HE	Chimila	Chimila	noggwe	noggwe		1224		n o g w e	435		1211		4 7 1 6 7	AXBCZ	NUKWE	11	11.N.C 11.U.V 11.K.C 11.W.C 11.E.V	2.0 1.5 1.75 1.5 0.8	nogwe	0	n o g w e
837	61_he	HE	Chibcha	Chibcha	asɨ	asɨ		1223		a s ɨ	430		1211		7 3 7	XBZ	ASI	10	10.A.V 10.S.C 10.I.V	1.5 1.75 0.8	asɨ	0	a s ɨ
838	61_he	HE	CentralTunebo	Central Tunebo	'eja	'eja		1222		'e/e j a	430		1211		7 6 7	XBZ	EJA	9	9.E.V 9.J.C 9.A.V	1.5 1.75 0.8	'e/eja	0	'e/e j a
839	61_he	HE	Bari	Barí	obãĩ́	obãĩ́		1217		o b ã ĩ́/ĩ	436		1211		7 1 7 7	XBYZ	UPAI	3	3.U.V 3.P.C 3.A.V 3.I.V	1.5 1.75 1.3 0.8	obãĩ́/ĩ	0	o b ã ĩ́/ĩ
#
313	104_head	HEAD	LencaSalvador	Lenca-Salvador	oso	oso		1253		o s o	165		1256		7 3 7	XBZ	USU	15	15.U.V 15.S.C 15.U.V	1.5 1.75 0.8	oso	0	o s o
314	104_head	HEAD	LencaHonduras	Lenca-Honduras	tɾoh	tɾoh		1252		t ɾ o h	166		1256		1 5 7 3	ACXN	TRUH	14	14.T.C 14.R.C 14.U.V 14.H.c	2.0 1.5 1.5 0.8	tɾoh	0	t ɾ o h
315	104_head	HEAD	Cacaopera	Cacaopera	wara	wara		1248		w a r a	167		1256		6 7 5 7	AXBZ	WARA	8	8.W.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	wara	0	w a r a
316	104_head	HEAD	Mayangna	Mayangna	tun	tun		1256		t u n	166		1256		1 7 4	AXN	TYN	18	18.T.C 18.Y.V 18.N.c	2.0 1.5 0.8	tun	0	t u n
317	104_head	HEAD	Ulwa	Ulwa	tun	tun		1256		t u n	166		1256		1 7 4	AXN	TYN	25	25.T.C 25.Y.V 25.N.c	2.0 1.5 0.8	tun	0	t u n
318	104_head	HEAD	Miskito	Mískito	lal	lal		1257		l a l	168		1256		5 7 5	AXN	LAL	19	19.L.C 19.A.V 19.L.c	2.0 1.5 0.8	lal	0	l a l
319	104_head	HEAD	Pech	Pech	sã́	sã́		1241		s ã́/ã	169		1256		3 7	AX	SA	21	21.S.C 21.A.V	2.0 1.5	sã́/ã	0	s ã́/ã
320	104_head	HEAD	Rama	Rama	ki:ŋ	ki:ŋ		1258		k iː ŋ	170		1256		1 7 4	AXN	KIN	22	22.K.C 22.I.V 22.N.c	2.0 1.5 0.8	kiːŋ	0	k iː ŋ
321	104_head	HEAD	MalekuJaika	Maléku Jaíka	tʃa:	tʃa:		1255		tʃ aː	169		1256		1 7	AX	TA	17	17.T.C 17.A.V	2.0 1.5	tʃaː	1	tʃ aː
322	104_head	HEAD	Boruca	Boruca	sà-gɾá	sà-gɾá		1241 1243		s à/a + g ɾ á/a	169		1256		3 7 9 1 5 7	AX_ACX	SA_KRA	4	4.S.C 4.A.V 4._._ 4.K.C 4.R.C 4.A.V	2.0 1.5 0.0 2.0 1.5 1.5	sà/a+gɾá/a	0	s à/a + - - g ɾ á/a
323	104_head	HEAD	Bribri	Bribri	uʊ̂kìd	uʊ̂kìd		1244		u ʊ̂/ʊ k ì/i d	171		1256		7 7 1 7 1	XYBYN	YYKIT	5	5.Y.V 5.Y.V 5.K.C 5.I.V 5.T.c	1.5 1.3 1.75 1.3 0.8	uʊ̂/ʊkì/id	0	u ʊ̂/ʊ k ì/i d
324	104_head	HEAD	Cabecar	Cabécar	tsã́-kṹ	tsã́-kṹ		1246 1247		t s ã́/ã + k ṹ/ũ	169		1256		1 3 7 9 1 7	ACX_AX	TSA_KY	7	7.T.C 7.S.C 7.A.V 7._._ 7.K.C 7.Y.V	2.0 1.5 1.5 0.0 2.0 1.5	tsã́/ã+kṹ/ũ	0	t s ã́/ã + k ṹ/ũ
325	104_head	HEAD	Teribe	Teribe	kógo	kógo		1242		k ó/o g o	172		1256		1 7 1 7	AXBZ	KUKU	24	24.K.C 24.U.V 24.K.C 24.U.V	2.0 1.5 1.75 0.8	kó/ogo	0	k ó/o g o
326	104_head	HEAD	Ngabere	Ngäbere	dokwɔ	dokwɔ		1245		d o k w ɔ	173		1256		1 7 1 6 7	AXBCZ	TUKWU	20	20.T.C 20.U.V 20.K.C 20.W.C 20.U.V	2.0 1.5 1.75 1.5 0.8	dokwɔ	0	d o k w ɔ
327	104_head	HEAD	Buglere	Buglere	tʃuga	tʃuga		1245		tʃ u g a	173		1256		1 7 1 7	AXBZ	TYKA	6	6.T.C 6.Y.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	tʃuga	0	tʃ u g - a
328	104_head	HEAD	Dorasque	Dorasque	dukú	dukú		1245		d u k ú/u	173		1256		1 7 1 7	AXBZ	TYKY	13	13.T.C 13.Y.V 13.K.C 13.Y.V	2.0 1.5 1.75 0.8	dukú/u	0	d u k - ú/u
329	104_head	HEAD	SanBlasKuna	San Blas Kuna	nono	nono		1259		n o n o	174		1256		4 7 4 7	AXBZ	NUNU	23	23.N.C 23.U.V 23.N.C 23.U.V	2.0 1.5 1.75 0.8	nono	0	n o n o
330	104_head	HEAD	Cogui	Cogui	'sa-nkala	'sa-nkala		1241 1251		's/s a + n k a l a	169		1256		3 7 9 4 1 7 5 7	AX_ACYBZ	SA_NKALA	12	12.S.C 12.A.V 12._._ 12.N.C 12.K.C 12.A.V 12.L.C 12.A.V	2.0 1.5 0.0 2.0 1.5 1.3 1.75 0.8	's/sa+nkala	0	's/s a + n k a l a
331	104_head	HEAD	Arhuaco	Arhuaco	sa'-kuku	sa'-kuku		1241 1242		s 'a/a + k u k u	169		1256		3 7 9 1 7 1 7	AX_AXBZ	SA_KYKY	1	1.S.C 1.A.V 1._._ 1.K.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	s'a/a+kuku	0	s 'a/a + k u k u
332	104_head	HEAD	Malayo	Malayo	ʃa'-munku	ʃa'-munku		1241 1254		ʃ 'a/a + m u n k u	169		1256		3 7 9 4 7 4 1 7	AX_AXMBZ	SA_MYNKY	16	16.S.C 16.A.V 16._._ 16.M.C 16.Y.V 16.N.c 16.K.C 16.Y.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	ʃ'a/a+munku	0	ʃ 'a/a + m u n k u
333	104_head	HEAD	Chimila	Chimila	ha:kɾa	ha:kɾa		1243		h aː k ɾ a	175		1256		3 7 1 5 7	AXBCZ	HAKRA	11	11.H.C 11.A.V 11.K.C 11.R.C 11.A.V	2.0 1.5 1.75 1.5 0.8	haːkɾa	0	h aː k ɾ a
334	104_head	HEAD	Chibcha	Chibcha	tsɨskɨ	tsɨskɨ		1250		t s ɨ s k ɨ	169		1256		1 3 7 3 1 7	ACXMBZ	TSISKI	10	10.T.C 10.S.C 10.I.V 10.S.c 10.K.C 10.I.V	2.0 1.5 1.5 1.1 1.75 0.8	tsɨskɨ	0	t s ɨ s k ɨ
335	104_head	HEAD	CentralTunebo	Central Tunebo	'kwisa	'kwisa		1249		'k/k w i s a	176		1256		1 6 7 3 7	ACXBZ	KWISA	9	9.K.C 9.W.C 9.I.V 9.S.C 9.A.V	2.0 1.5 1.5 1.75 0.8	'k/kwisa	0	'k/k w i s a
336	104_head	HEAD	Bari	Barí	sa:	sa:		1241		s aː	169		1256		3 7	AX	SA	3	3.S.C 3.A.V	2.0 1.5	saː	0	s aː
#
1699	75_hear	HEAR	LencaSalvador	Lenca-Salvador	eni	eni		1282		e n i	918		1408		7 4 7	XBZ	ENI	15	15.E.V 15.N.C 15.I.V	1.5 1.75 0.8	eni	0	e n i
1700	75_hear	HEAR	LencaHonduras	Lenca-Honduras	en	en		1282		e n	918		1408		7 4	XN	EN	14	14.E.V 14.N.c	1.5 0.8	en	0	e n -
1701	75_hear	HEAR	Cacaopera	Cacaopera	ara	ara		1277		a r a	919		1408		7 5 7	XBZ	ARA	8	8.A.V 8.R.C 8.A.V	1.5 1.75 0.8	ara	0	a r a
1702	75_hear	HEAR	Mayangna	Mayangna	daka	daka		1275		d a k a	920		1408		1 7 1 7	AXBZ	TAKA	18	18.T.C 18.A.V 18.K.C 18.A.V	2.0 1.5 1.75 0.8	daka	0	d a k a
1703	75_hear	HEAR	Ulwa	Ulwa	daka	daka		1275		d a k a	920		1408		1 7 1 7	AXBZ	TAKA	25	25.T.C 25.A.V 25.K.C 25.A.V	2.0 1.5 1.75 0.8	daka	0	d a k a
1704	75_hear	HEAR	Miskito	Mískito	wal	wal		1284		w a l	919		1408		6 7 5	AXN	WAL	19	19.W.C 19.A.V 19.L.c	2.0 1.5 0.8	wal	1	w a l
1705	75_hear	HEAR	Pech	Pech	weʃ	weʃ		1285		w e ʃ	921		1408		6 7 3	AXN	WES	21	21.W.C 21.E.V 21.S.c	2.0 1.5 0.8	weʃ	0	w e ʃ
1706	75_hear	HEAR	Rama	Rama	alkuk	alkuk		1286		a l k u k	922		1408		7 5 1 7 1	XMBYN	ALKYK	22	22.A.V 22.L.c 22.K.C 22.Y.V 22.K.c	1.5 1.1 1.75 1.3 0.8	alkuk	0	a l k u k
1707	75_hear	HEAR	MalekuJaika	Maléku Jaíka	tai:ki	tai:ki		1283		t a iː k i	920		1408		1 7 7 1 7	AXYBZ	TAIKI	17	17.T.C 17.A.V 17.I.V 17.K.C 17.I.V	2.0 1.5 1.3 1.75 0.8	taiːki	1	t a iː k i
1708	75_hear	HEAR	Boruca	Boruca	dóxk	dóxk		1273		d ó/o x k	923		1408		1 7 3 1	AXLN	TUGK	4	4.T.C 4.U.V 4.G.c 4.K.c	2.0 1.5 1.1 0.8	dó/oxk	0	d ó/o x k
1709	75_hear	HEAR	Bribri	Bribri	stsɪ	stsɪ		1274		s t s ɪ	924		1408		3 1 3 7	ACCZ	STSI	5	5.S.C 5.T.C 5.S.C 5.I.V	2.0 1.5 1.5 0.8	stsɪ	1	s t s ɪ
1710	75_hear	HEAR	Cabecar	Cabécar	ksɪ	ksɪ		1276		k s ɪ	924		1408		1 3 7	ACX	KSI	7	7.K.C 7.S.C 7.I.V	2.0 1.5 1.5	ksɪ	1	k s ɪ
1711	75_hear	HEAR	Teribe	Teribe	kúk	kúk		1286		k ú/u k	922		1408		1 7 1	AXN	KYK	24	24.K.C 24.Y.V 24.K.c	2.0 1.5 0.8	kú/uk	0	- - k ú/u k
1712	75_hear	HEAR	Ngabere	Ngäbere	nu	nu		1280		n u	923		1408		4 7	AX	NY	20	20.N.C 20.Y.V	2.0 1.5	nu	0	n u -
1713	75_hear	HEAR	Buglere	Buglere	tʃuge	tʃuge		1275		tʃ u g e	923		1408		1 7 1 7	AXBZ	TYKE	6	6.T.C 6.Y.V 6.K.C 6.E.V	2.0 1.5 1.75 0.8	tʃuge	0	tʃ u g e
1714	75_hear	HEAR	Dorasque	Dorasque	tuktá	tuktá		1281		t u k t á/a	925		1408		1 7 1 1 7	AXMBZ	TYKTA	13	13.T.C 13.Y.V 13.K.c 13.T.C 13.A.V	2.0 1.5 1.1 1.75 0.8	tuktá/a	0	t u k t á/a
1715	75_hear	HEAR	SanBlasKuna	San Blas Kuna	itto	itto		1287		i t o	926		1408		7 1 7	XBZ	ITU	23	23.I.V 23.T.C 23.U.V	1.5 1.75 0.8	ito	0	i t o
1716	75_hear	HEAR	Cogui	Cogui	'nuk	'nuk		1280		'n/n u k	923		1408		4 7 1	AXN	NYK	12	12.N.C 12.Y.V 12.K.c	2.0 1.5 0.8	'n/nuk	0	'n/n u k
1717	75_hear	HEAR	Arhuaco	Arhuaco	'noʔkw	'noʔkw		1271		'n/n o ʔ k w	923		1408		4 7 1 1 6	AXMBC	NUHKW	1	1.N.C 1.U.V 1.H.c 1.K.C 1.W.C	2.0 1.5 1.1 1.75 1.5	'n/noʔkw	0	'n/n o ʔ k w -
1718	75_hear	HEAR	Malayo	Malayo	nɨh'kwa	nɨh'kwa		1271		n ɨ h 'k/k w a	923		1408		4 7 3 1 6 7	AXMBCZ	NIHKWA	16	16.N.C 16.I.V 16.H.c 16.K.C 16.W.C 16.A.V	2.0 1.5 1.1 1.75 1.5 0.8	nɨh'k/kwa	0	n ɨ h 'k/k w a
1719	75_hear	HEAR	Chimila	Chimila	nok	nok		1273		n o k	923		1408		4 7 1	AXN	NUK	11	11.N.C 11.U.V 11.K.c	2.0 1.5 0.8	nok	0	n o - k
1720	75_hear	HEAR	Chibcha	Chibcha	nɨpkua	nɨpkua		1279		n ɨ p k u a	919		1408		4 7 1 1 7 7	AXMBYZ	NIPKYA	10	10.N.C 10.I.V 10.P.c 10.K.C 10.Y.V 10.A.V	2.0 1.5 1.1 1.75 1.3 0.8	nɨpkua	0	n ɨ p k u a
1721	75_hear	HEAR	CentralTunebo	Central Tunebo	ɾaʔ	ɾaʔ		1278		ɾ a ʔ	919		1408		5 7 1	AXN	RAH	9	9.R.C 9.A.V 9.H.c	2.0 1.5 0.8	ɾaʔ	0	ɾ a ʔ
1722	75_hear	HEAR	Bari	Barí	ana:	ana:		1272		a n aː	919		1408		7 4 7	XBZ	ANA	3	3.A.V 3.N.C 3.A.V	1.5 1.75 0.8	anaː	0	a n aː
#
1867	67_heavy	HEAVY	LencaSalvador	Lenca-Salvador	t'ili	t'ili		1308		t 'i/i l i	1012		1210		1 7 5 7	AXBZ	TILI	15	15.T.C 15.I.V 15.L.C 15.I.V	2.0 1.5 1.75 0.8	t'i/ili	0	t 'i/i l - - i
1868	67_heavy	HEAVY	LencaHonduras	Lenca-Honduras	tiliba	tiliba		1308		t i l i b a	1012		1210		1 7 5 7 1 7	AXBYBZ	TILIPA	14	14.T.C 14.I.V 14.L.C 14.I.V 14.P.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tiliba	0	t i l i b a
1869	67_heavy	HEAVY	Cacaopera	Cacaopera	wim	wim		1302		w i m	1013		1210		6 7 4	AXN	WIM	8	8.W.C 8.I.V 8.M.c	2.0 1.5 0.8	wim	0	w i m
1870	67_heavy	HEAVY	Mayangna	Mayangna	tihni	tihni		1313		t i h n i	1012		1210		1 7 3 4 7	AXBCZ	TIHNI	18	18.T.C 18.I.V 18.H.C 18.N.C 18.I.V	2.0 1.5 1.75 1.5 0.8	tihni	0	t i h n i
